V1,subj,rt,choice,upleftval,uprightval,downleftval,downrightval,roi,fixdur,fixnum,revfixnum,trial
43,101,4200,0,6,8,9,2,1,1219,1,4,1
44,101,4200,0,6,8,9,2,2,1478,2,3,1
45,101,4200,0,6,8,9,2,1,624,3,2,1
46,101,4200,0,6,8,9,2,2,353,4,1,1
203,101,1355,1,9,2,2,6,1,323,1,3,2
204,101,1355,1,9,2,2,6,2,388,2,2,2
205,101,1355,1,9,2,2,6,1,211,3,1,2
292,101,930,1,9,5,3,6,1,679,1,1,3
629,101,6526,1,7,5,4,6,1,700,1,6,4
630,101,6526,1,7,5,4,6,2,1809,2,5,4
631,101,6526,1,7,5,4,6,1,1113,3,4,4
632,101,6526,1,7,5,4,6,3,352,4,3,4
633,101,6526,1,7,5,4,6,2,822,5,2,4
634,101,6526,1,7,5,4,6,1,674,6,1,4
675,101,2779,1,7,6,7,4,1,957,1,3,5
676,101,2779,1,7,6,7,4,2,817,2,2,5
677,101,2779,1,7,6,7,4,1,457,3,1,5
834,101,2139,1,6,6,9,3,1,408,1,3,6
835,101,2139,1,6,6,9,3,2,566,2,2,6
836,101,2139,1,6,6,9,3,1,732,3,1,6
878,101,6924,1,6,5,7,3,1,1977,1,7,7
879,101,6924,1,6,5,7,3,2,786,2,6,7
880,101,6924,1,6,5,7,3,1,1381,3,5,7
881,101,6924,1,6,5,7,3,3,337,4,4,7
882,101,6924,1,6,5,7,3,4,690,5,3,7
883,101,6924,1,6,5,7,3,2,182,6,2,7
884,101,6924,1,6,5,7,3,1,438,7,1,7
1202,101,1214,1,9,5,2,6,1,244,1,3,8
1203,101,1214,1,9,5,2,6,2,419,2,2,8
1204,101,1214,1,9,5,2,6,1,154,3,1,8
1293,101,6062,1,6,9,8,3,1,609,1,7,9
1294,101,6062,1,6,9,8,3,2,1348,2,6,9
1295,101,6062,1,6,9,8,3,1,1269,3,5,9
1296,101,6062,1,6,9,8,3,3,342,4,4,9
1297,101,6062,1,6,9,8,3,4,412,5,3,9
1298,101,6062,1,6,9,8,3,2,776,6,2,9
1299,101,6062,1,6,9,8,3,1,365,7,1,9
1365,101,2600,0,2,7,2,8,1,497,1,4,10
1366,101,2600,0,2,7,2,8,2,771,2,3,10
1367,101,2600,0,2,7,2,8,1,531,3,2,10
1368,101,2600,0,2,7,2,8,2,236,4,1,10
1413,101,1469,0,6,7,9,3,1,502,1,2,11
1414,101,1469,0,6,7,9,3,2,627,2,1,11
1692,101,1287,0,5,9,7,3,1,391,1,2,12
1693,101,1287,0,5,9,7,3,2,570,2,1,12
1743,101,1137,0,5,9,6,2,1,473,1,2,13
1744,101,1137,0,5,9,6,2,2,356,2,1,13
2261,101,7128,1,9,8,6,2,1,512,1,7,14
2262,101,7128,1,9,8,6,2,2,552,2,6,14
2263,101,7128,1,9,8,6,2,1,1081,3,5,14
2264,101,7128,1,9,8,6,2,3,280,4,4,14
2265,101,7128,1,9,8,6,2,4,566,5,3,14
2266,101,7128,1,9,8,6,2,2,1346,6,2,14
2267,101,7128,1,9,8,6,2,1,1619,7,1,14
2386,101,2093,1,7,5,7,3,1,619,1,3,15
2387,101,2093,1,7,5,7,3,2,480,2,2,15
2388,101,2093,1,7,5,7,3,1,535,3,1,15
2561,101,3685,0,7,9,8,3,1,445,1,3,16
2562,101,3685,0,7,9,8,3,2,2598,2,2,16
2563,101,3685,0,7,9,8,3,1,122,3,1,16
2836,101,2121,1,9,5,2,6,1,273,1,3,17
2837,101,2121,1,9,5,2,6,2,984,2,2,17
2838,101,2121,1,9,5,2,6,1,408,3,1,17
2893,101,2865,1,9,2,4,6,1,401,1,3,18
2894,101,2865,1,9,2,4,6,2,1438,2,2,18
2895,101,2865,1,9,2,4,6,1,487,3,1,18
2968,101,1782,1,7,9,7,3,1,636,1,3,19
2969,101,1782,1,7,9,7,3,2,496,2,2,19
2970,101,1782,1,7,9,7,3,1,218,3,1,19
3026,101,1306,1,9,2,2,7,1,214,1,3,20
3027,101,1306,1,9,2,2,7,2,468,2,2,20
3028,101,1306,1,9,2,2,7,1,207,3,1,20
3069,101,8230,1,2,1,3,9,1,500,1,8,21
3070,101,8230,1,2,1,3,9,2,817,2,7,21
3071,101,8230,1,2,1,3,9,1,1827,3,6,21
3072,101,8230,1,2,1,3,9,2,1029,4,5,21
3073,101,8230,1,2,1,3,9,4,507,5,4,21
3074,101,8230,1,2,1,3,9,3,645,6,3,21
3075,101,8230,1,2,1,3,9,1,851,7,2,21
3076,101,8230,1,2,1,3,9,2,726,8,1,21
3252,101,1823,0,7,9,4,6,1,566,1,2,22
3253,101,1823,0,7,9,4,6,2,906,2,1,22
3400,101,1788,0,6,7,3,7,1,408,1,2,23
3401,101,1788,0,6,7,3,7,2,991,2,1,23
3677,101,1265,1,9,6,2,9,1,475,1,3,24
3678,101,1265,1,9,6,2,9,2,275,2,2,24
3679,101,1265,1,9,6,2,9,1,127,3,1,24
3711,101,1469,0,5,6,6,4,1,381,1,2,25
3712,101,1469,0,5,6,6,4,2,779,2,1,25
3897,101,1463,0,2,9,7,3,1,455,1,2,26
3898,101,1463,0,2,9,7,3,2,697,2,1,26
4129,101,2126,1,6,2,1,7,1,457,1,3,27
4130,101,2126,1,6,2,1,7,2,501,2,2,27
4131,101,2126,1,6,2,1,7,1,772,3,1,27
4172,101,1452,0,3,9,6,2,1,791,1,2,28
4173,101,1452,0,3,9,6,2,2,332,2,1,28
4227,101,1486,1,9,5,3,7,1,290,1,3,29
4228,101,1486,1,9,5,3,7,2,405,2,2,29
4229,101,1486,1,9,5,3,7,1,381,3,1,29
4429,101,4831,0,6,7,9,3,1,508,1,6,30
4430,101,4831,0,6,7,9,3,2,1003,2,5,30
4431,101,4831,0,6,7,9,3,1,799,3,4,30
4432,101,4831,0,6,7,9,3,2,516,4,3,30
4433,101,4831,0,6,7,9,3,1,353,5,2,30
4434,101,4831,0,6,7,9,3,2,798,6,1,30
4514,101,1315,0,6,7,7,4,1,458,1,2,31
4515,101,1315,0,6,7,7,4,2,489,2,1,31
4646,101,1999,1,6,5,3,8,1,573,1,3,32
4647,101,1999,1,6,5,3,8,2,601,2,2,32
4648,101,1999,1,6,5,3,8,1,353,3,1,32
4794,101,5221,1,9,8,2,8,1,528,1,7,33
4795,101,5221,1,9,8,2,8,2,1170,2,6,33
4796,101,5221,1,9,8,2,8,1,150,3,5,33
4797,101,5221,1,9,8,2,8,3,654,4,4,33
4798,101,5221,1,9,8,2,8,4,980,5,3,33
4799,101,5221,1,9,8,2,8,3,133,6,2,33
4800,101,5221,1,9,8,2,8,1,569,7,1,33
5079,101,1564,1,7,2,7,3,1,399,1,3,34
5080,101,1564,1,7,2,7,3,2,570,2,2,34
5081,101,1564,1,7,2,7,3,1,183,3,1,34
5132,101,920,0,1,9,7,2,1,486,1,2,35
5133,101,920,0,1,9,7,2,2,112,2,1,35
5322,101,1650,1,9,5,2,6,1,286,1,3,36
5323,101,1650,1,9,5,2,6,2,591,2,2,36
5324,101,1650,1,9,5,2,6,1,391,3,1,36
5368,101,1733,0,6,6,9,3,1,441,1,2,37
5369,101,1733,0,6,6,9,3,2,986,2,1,37
5424,101,4074,1,8,8,8,2,1,362,1,6,38
5425,101,4074,1,8,8,8,2,2,981,2,5,38
5426,101,4074,1,8,8,8,2,1,401,3,4,38
5427,101,4074,1,8,8,8,2,2,850,4,3,38
5428,101,4074,1,8,8,8,2,4,198,5,2,38
5429,101,4074,1,8,8,8,2,2,237,6,1,38
5518,101,1519,0,2,9,7,4,1,668,1,2,39
5519,101,1519,0,2,9,7,4,2,526,2,1,39
5666,101,1344,0,1,9,7,3,1,502,1,2,40
5667,101,1344,0,1,9,7,3,2,510,2,1,40
5744,101,3160,1,6,2,3,6,1,1490,1,3,41
5745,101,3160,1,6,2,3,6,2,787,2,2,41
5746,101,3160,1,6,2,3,6,1,370,3,1,41
5796,101,1230,1,6,2,9,3,1,291,1,3,42
5797,101,1230,1,6,2,9,3,2,378,2,2,42
5798,101,1230,1,6,2,9,3,1,143,3,1,42
5911,101,979,0,5,9,6,2,1,488,1,2,43
5912,101,979,0,5,9,6,2,2,174,2,1,43
6035,101,5316,1,5,2,3,7,1,534,1,5,44
6036,101,5316,1,5,2,3,7,2,1380,2,4,44
6037,101,5316,1,5,2,3,7,1,886,3,3,44
6038,101,5316,1,5,2,3,7,2,1133,4,2,44
6039,101,5316,1,5,2,3,7,1,587,5,1,44
6096,101,2057,1,9,6,4,9,1,423,1,3,45
6097,101,2057,1,9,6,4,9,2,379,2,2,45
6098,101,2057,1,9,6,4,9,1,1000,3,1,45
6423,101,1267,1,7,5,4,7,1,280,1,3,46
6424,101,1267,1,7,5,4,7,2,384,2,2,46
6425,101,1267,1,7,5,4,7,1,227,3,1,46
6464,101,2503,1,8,8,8,2,1,346,1,3,47
6465,101,2503,1,8,8,8,2,2,856,2,2,47
6466,101,2503,1,8,8,8,2,1,543,3,1,47
6586,101,1891,1,9,9,6,2,1,467,1,3,48
6587,101,1891,1,9,9,6,2,2,519,2,2,48
6588,101,1891,1,9,9,6,2,1,680,3,1,48
6637,101,3668,0,5,5,3,6,1,495,1,6,49
6638,101,3668,0,5,5,3,6,2,851,2,5,49
6639,101,3668,0,5,5,3,6,1,729,3,4,49
6640,101,3668,0,5,5,3,6,3,398,4,3,49
6641,101,3668,0,5,5,3,6,4,397,5,2,49
6642,101,3668,0,5,5,3,6,2,46,6,1,49
6704,101,5728,1,9,6,2,8,3,328,1,6,50
6705,101,5728,1,9,6,2,8,4,268,2,5,50
6706,101,5728,1,9,6,2,8,3,869,3,4,50
6707,101,5728,1,9,6,2,8,1,245,4,3,50
6708,101,5728,1,9,6,2,8,2,1174,5,2,50
6709,101,5728,1,9,6,2,8,1,1638,6,1,50
6766,101,1240,1,7,5,4,6,1,414,1,3,51
6767,101,1240,1,7,5,4,6,2,365,2,2,51
6768,101,1240,1,7,5,4,6,1,128,3,1,51
6854,101,5054,1,7,9,7,2,1,673,1,7,52
6855,101,5054,1,7,9,7,2,2,1046,2,6,52
6856,101,5054,1,7,9,7,2,1,1065,3,5,52
6857,101,5054,1,7,9,7,2,3,213,4,4,52
6858,101,5054,1,7,9,7,2,4,297,5,3,52
6859,101,5054,1,7,9,7,2,2,220,6,2,52
6860,101,5054,1,7,9,7,2,1,672,7,1,52
6929,101,1813,1,7,5,4,8,1,413,1,3,53
6930,101,1813,1,7,5,4,8,2,834,2,2,53
6931,101,1813,1,7,5,4,8,1,102,3,1,53
6983,101,1220,1,6,1,3,9,1,377,1,3,54
6984,101,1220,1,6,1,3,9,2,411,2,2,54
6985,101,1220,1,6,1,3,9,1,25,3,1,54
7018,101,1414,1,9,1,3,9,1,386,1,3,55
7019,101,1414,1,9,1,3,9,2,337,2,2,55
7020,101,1414,1,9,1,3,9,1,293,3,1,55
7061,101,1274,0,5,7,6,4,1,296,1,2,56
7062,101,1274,0,5,7,6,4,2,632,2,1,56
7248,101,3077,0,7,9,7,2,1,730,1,4,57
7249,101,3077,0,7,9,7,2,2,249,2,3,57
7250,101,3077,0,7,9,7,2,1,902,3,2,57
7251,101,3077,0,7,9,7,2,2,600,4,1,57
7300,101,1372,1,8,2,2,7,1,303,1,3,58
7301,101,1372,1,8,2,2,7,2,417,2,2,58
7302,101,1372,1,8,2,2,7,1,263,3,1,58
7345,101,1345,1,9,2,3,6,1,311,1,3,59
7346,101,1345,1,9,2,3,6,2,530,2,2,59
7347,101,1345,1,9,2,3,6,1,121,3,1,59
7368,101,1382,1,9,5,3,7,1,554,1,2,60
7369,101,1382,1,9,5,3,7,2,498,2,1,60
8852,101,5464,1,2,2,7,3,1,646,1,5,61
8853,101,5464,1,2,2,7,3,2,1097,2,4,61
8854,101,5464,1,2,2,7,3,1,762,3,3,61
8855,101,5464,1,2,2,7,3,3,688,4,2,61
8856,101,5464,1,2,2,7,3,4,1200,5,1,61
9382,101,5921,0,5,5,3,6,1,439,1,6,62
9383,101,5921,0,5,5,3,6,2,862,2,5,62
9384,101,5921,0,5,5,3,6,1,729,3,4,62
9385,101,5921,0,5,5,3,6,2,1743,4,3,62
9386,101,5921,0,5,5,3,6,1,212,5,2,62
9387,101,5921,0,5,5,3,6,2,406,6,1,62
9906,101,1169,1,9,5,2,7,1,570,1,2,63
9907,101,1169,1,9,5,2,7,2,220,2,1,63
12035,101,4550,1,5,2,7,3,1,956,1,3,64
12036,101,4550,1,5,2,7,3,2,1044,2,2,64
12037,101,4550,1,5,2,7,3,1,1832,3,1,64
12497,101,2315,0,1,7,7,4,1,1322,1,2,65
12498,101,2315,0,1,7,7,4,2,523,2,1,65
14157,101,1617,1,6,6,9,3,1,492,1,3,66
14158,101,1617,1,6,6,9,3,2,413,2,2,66
14159,101,1617,1,6,6,9,3,1,232,3,1,66
15217,101,1803,1,9,1,4,7,1,467,1,3,67
15218,101,1803,1,9,1,4,7,2,685,2,2,67
15219,101,1803,1,9,1,4,7,1,224,3,1,67
15777,101,2020,1,7,3,4,7,1,600,1,3,68
15778,101,2020,1,7,3,4,7,2,908,2,2,68
15779,101,2020,1,7,3,4,7,1,82,3,1,68
16346,101,1424,0,2,6,3,9,1,592,1,2,69
16347,101,1424,0,2,6,3,9,2,500,2,1,69
18001,101,1435,0,5,8,7,2,1,559,1,2,70
18002,101,1435,0,5,8,7,2,2,528,2,1,70
18432,101,4206,1,2,2,2,7,2,496,1,4,71
18433,101,4206,1,2,2,2,7,1,836,2,3,71
18434,101,4206,1,2,2,2,7,2,585,3,2,71
18435,101,4206,1,2,2,2,7,1,1387,4,1,71
19908,101,8741,0,9,7,2,7,1,348,1,10,72
19909,101,8741,0,9,7,2,7,2,711,2,9,72
19910,101,8741,0,9,7,2,7,1,571,3,8,72
19911,101,8741,0,9,7,2,7,2,279,4,7,72
19912,101,8741,0,9,7,2,7,1,1534,5,6,72
19913,101,8741,0,9,7,2,7,2,946,6,5,72
19914,101,8741,0,9,7,2,7,4,398,7,4,72
19915,101,8741,0,9,7,2,7,3,1135,8,3,72
19916,101,8741,0,9,7,2,7,4,753,9,2,72
19917,101,8741,0,9,7,2,7,2,461,10,1,72
20089,101,4872,1,7,9,7,2,1,681,1,7,73
20090,101,4872,1,7,9,7,2,2,521,2,6,73
20091,101,4872,1,7,9,7,2,4,426,3,5,73
20092,101,4872,1,7,9,7,2,3,909,4,4,73
20093,101,4872,1,7,9,7,2,4,249,5,3,73
20094,101,4872,1,7,9,7,2,1,601,6,2,73
20095,101,4872,1,7,9,7,2,2,522,7,1,73
20352,101,2775,1,7,3,3,7,1,680,1,3,74
20353,101,2775,1,7,3,3,7,2,982,2,2,74
20354,101,2775,1,7,3,3,7,1,645,3,1,74
20428,101,1780,1,9,3,2,7,1,363,1,3,75
20429,101,1780,1,9,3,2,7,2,565,2,2,75
20430,101,1780,1,9,3,2,7,1,468,3,1,75
20600,101,1573,0,2,7,7,4,1,619,1,2,76
20601,101,1573,0,2,7,7,4,2,583,2,1,76
20699,101,2352,1,5,5,3,6,1,651,1,3,77
20700,101,2352,1,5,5,3,6,2,896,2,2,77
20701,101,2352,1,5,5,3,6,1,489,3,1,77
20786,101,1576,0,3,9,7,3,1,462,1,2,78
20787,101,1576,0,3,9,7,3,2,771,2,1,78
21112,101,1614,0,3,9,7,3,1,466,1,3,79
21113,101,1614,0,3,9,7,3,2,567,2,2,79
21114,101,1614,0,3,9,7,3,4,335,3,1,79
21156,101,1860,0,3,9,6,4,1,677,1,2,80
21157,101,1860,0,3,9,6,4,2,860,2,1,80
21413,101,6284,0,7,9,4,6,1,265,1,8,81
21414,101,6284,0,7,9,4,6,2,683,2,7,81
21415,101,6284,0,7,9,4,6,1,778,3,6,81
21416,101,6284,0,7,9,4,6,3,801,4,5,81
21417,101,6284,0,7,9,4,6,4,1057,5,4,81
21418,101,6284,0,7,9,4,6,3,432,6,3,81
21419,101,6284,0,7,9,4,6,4,707,7,2,81
21420,101,6284,0,7,9,4,6,2,338,8,1,81
21571,101,2303,1,9,5,2,8,1,325,1,3,82
21572,101,2303,1,9,5,2,8,2,533,2,2,82
21573,101,2303,1,9,5,2,8,1,1019,3,1,82
21795,101,6605,1,8,6,8,3,1,960,1,6,83
21796,101,6605,1,8,6,8,3,2,788,2,5,83
21797,101,6605,1,8,6,8,3,1,1489,3,4,83
21798,101,6605,1,8,6,8,3,3,665,4,3,83
21799,101,6605,1,8,6,8,3,4,754,5,2,83
21800,101,6605,1,8,6,8,3,3,858,6,1,83
21836,101,1517,0,2,9,6,2,1,695,1,2,84
21837,101,1517,0,2,9,6,2,2,494,2,1,84
21901,101,4772,0,2,6,6,3,2,348,1,5,85
21902,101,4772,0,2,6,6,3,1,610,2,4,85
21903,101,4772,0,2,6,6,3,2,952,3,3,85
21904,101,4772,0,2,6,6,3,1,898,4,2,85
21905,101,4772,0,2,6,6,3,2,682,5,1,85
21974,101,1851,0,5,8,6,2,1,526,1,2,86
21975,101,1851,0,5,8,6,2,2,886,2,1,86
22020,101,1339,0,5,9,6,2,1,556,1,2,87
22021,101,1339,0,5,9,6,2,2,394,2,1,87
22100,101,2465,1,9,6,6,3,1,827,1,3,88
22101,101,2465,1,9,6,6,3,2,710,2,2,88
22102,101,2465,1,9,6,6,3,1,434,3,1,88
22139,101,1357,0,5,9,7,4,1,558,1,2,89
22140,101,1357,0,5,9,7,4,2,451,2,1,89
22240,101,1148,0,2,9,7,2,1,509,1,2,90
22241,101,1148,0,2,9,7,2,2,298,2,1,90
22270,101,1890,0,8,7,8,4,1,731,1,2,91
22271,101,1890,0,8,7,8,4,2,721,2,1,91
22323,101,2819,1,2,2,2,6,1,924,1,3,92
22324,101,2819,1,2,2,2,6,2,775,2,2,92
22325,101,2819,1,2,2,2,6,1,575,3,1,92
22386,101,1937,1,9,5,3,7,1,444,1,3,93
22387,101,1937,1,9,5,3,7,2,745,2,2,93
22388,101,1937,1,9,5,3,7,1,353,3,1,93
22508,101,1751,1,9,5,4,7,1,299,1,3,94
22509,101,1751,1,9,5,4,7,2,400,2,2,94
22510,101,1751,1,9,5,4,7,1,609,3,1,94
22542,101,1503,1,5,9,6,2,1,487,1,2,95
22543,101,1503,1,5,9,6,2,2,616,2,1,95
22603,101,2080,0,6,6,3,9,1,990,1,2,96
22604,101,2080,0,6,6,3,9,2,684,2,1,96
106,102,7593,0,6,9,8,3,1,631,1,12,1
107,102,7593,0,6,9,8,3,2,539,2,11,1
108,102,7593,0,6,9,8,3,4,141,3,10,1
109,102,7593,0,6,9,8,3,1,330,4,9,1
110,102,7593,0,6,9,8,3,3,269,5,8,1
111,102,7593,0,6,9,8,3,4,628,6,7,1
112,102,7593,0,6,9,8,3,3,743,7,6,1
113,102,7593,0,6,9,8,3,4,426,8,5,1
114,102,7593,0,6,9,8,3,3,188,9,4,1
115,102,7593,0,6,9,8,3,2,605,10,3,1
116,102,7593,0,6,9,8,3,1,1703,11,2,1
117,102,7593,0,6,9,8,3,2,142,12,1,1
175,102,3115,0,4,4,2,6,2,241,1,6,2
176,102,3115,0,4,4,2,6,1,713,2,5,2
177,102,3115,0,4,4,2,6,2,576,3,4,2
178,102,3115,0,4,4,2,6,3,355,4,3,2
179,102,3115,0,4,4,2,6,2,247,5,2,2
180,102,3115,0,4,4,2,6,1,289,6,1,2
422,102,9042,1,3,2,3,9,1,318,1,11,3
423,102,9042,1,3,2,3,9,2,388,2,10,3
424,102,9042,1,3,2,3,9,1,337,3,9,3
425,102,9042,1,3,2,3,9,2,400,4,8,3
426,102,9042,1,3,2,3,9,1,1930,5,7,3
427,102,9042,1,3,2,3,9,2,2560,6,6,3
428,102,9042,1,3,2,3,9,1,219,7,5,3
429,102,9042,1,3,2,3,9,3,535,8,4,3
430,102,9042,1,3,2,3,9,4,517,9,3,3
431,102,9042,1,3,2,3,9,3,212,10,2,3
432,102,9042,1,3,2,3,9,1,16,11,1,3
556,102,4799,1,7,8,4,6,1,1186,1,7,4
557,102,4799,1,7,8,4,6,2,767,2,6,4
558,102,4799,1,7,8,4,6,1,335,3,5,4
559,102,4799,1,7,8,4,6,3,716,4,4,4
560,102,4799,1,7,8,4,6,4,515,5,3,4
561,102,4799,1,7,8,4,6,3,256,6,2,4
562,102,4799,1,7,8,4,6,1,179,7,1,4
837,102,4861,0,8,5,8,4,1,554,1,7,5
838,102,4861,0,8,5,8,4,2,1453,2,6,5
839,102,4861,0,8,5,8,4,4,319,3,5,5
840,102,4861,0,8,5,8,4,3,496,4,4,5
841,102,4861,0,8,5,8,4,2,275,5,3,5
842,102,4861,0,8,5,8,4,1,301,6,2,5
843,102,4861,0,8,5,8,4,2,230,7,1,5
885,102,5324,0,2,7,8,4,1,389,1,10,6
886,102,5324,0,2,7,8,4,2,352,2,9,6
887,102,5324,0,2,7,8,4,1,416,3,8,6
888,102,5324,0,2,7,8,4,2,675,4,7,6
889,102,5324,0,2,7,8,4,4,201,5,6,6
890,102,5324,0,2,7,8,4,3,390,6,5,6
891,102,5324,0,2,7,8,4,4,664,7,4,6
892,102,5324,0,2,7,8,4,3,279,8,3,6
893,102,5324,0,2,7,8,4,1,320,9,2,6
894,102,5324,0,2,7,8,4,2,471,10,1,6
964,102,1705,0,2,9,7,2,1,625,1,2,7
965,102,1705,0,2,9,7,2,2,770,2,1,7
1023,102,1463,0,4,6,6,3,1,321,1,2,8
1024,102,1463,0,4,6,6,3,2,743,2,1,8
1233,102,4738,0,3,7,6,4,1,429,1,8,9
1234,102,4738,0,3,7,6,4,2,435,2,7,9
1235,102,4738,0,3,7,6,4,1,443,3,6,9
1236,102,4738,0,3,7,6,4,3,375,4,5,9
1237,102,4738,0,3,7,6,4,4,706,5,4,9
1238,102,4738,0,3,7,6,4,3,376,6,3,9
1239,102,4738,0,3,7,6,4,1,519,7,2,9
1240,102,4738,0,3,7,6,4,2,418,8,1,9
1300,102,7268,1,9,3,3,6,1,313,1,11,10
1301,102,7268,1,9,3,3,6,2,376,2,10,10
1302,102,7268,1,9,3,3,6,1,770,3,9,10
1303,102,7268,1,9,3,3,6,3,255,4,8,10
1304,102,7268,1,9,3,3,6,4,1037,5,7,10
1305,102,7268,1,9,3,3,6,3,566,6,6,10
1306,102,7268,1,9,3,3,6,4,853,7,5,10
1307,102,7268,1,9,3,3,6,3,712,8,4,10
1308,102,7268,1,9,3,3,6,4,421,9,3,10
1309,102,7268,1,9,3,3,6,2,150,10,2,10
1310,102,7268,1,9,3,3,6,1,438,11,1,10
1445,102,4067,0,4,7,8,3,1,316,1,9,11
1446,102,4067,0,4,7,8,3,2,532,2,8,11
1447,102,4067,0,4,7,8,3,1,367,3,7,11
1448,102,4067,0,4,7,8,3,2,283,4,6,11
1449,102,4067,0,4,7,8,3,1,340,5,5,11
1450,102,4067,0,4,7,8,3,3,303,6,4,11
1451,102,4067,0,4,7,8,3,4,313,7,3,11
1452,102,4067,0,4,7,8,3,2,433,8,2,11
1453,102,4067,0,4,7,8,3,1,330,9,1,11
1469,102,1861,1,6,2,2,8,1,436,1,3,12
1470,102,1861,1,6,2,2,8,2,481,2,2,12
1471,102,1861,1,6,2,2,8,1,525,3,1,12
1634,102,7698,0,7,9,7,4,1,493,1,13,13
1635,102,7698,0,7,9,7,4,2,817,2,12,13
1636,102,7698,0,7,9,7,4,4,293,3,11,13
1637,102,7698,0,7,9,7,4,3,295,4,10,13
1638,102,7698,0,7,9,7,4,4,338,5,9,13
1639,102,7698,0,7,9,7,4,3,571,6,8,13
1640,102,7698,0,7,9,7,4,4,799,7,7,13
1641,102,7698,0,7,9,7,4,3,634,8,6,13
1642,102,7698,0,7,9,7,4,4,454,9,5,13
1643,102,7698,0,7,9,7,4,3,337,10,4,13
1644,102,7698,0,7,9,7,4,4,248,11,3,13
1645,102,7698,0,7,9,7,4,2,691,12,2,13
1646,102,7698,0,7,9,7,4,1,292,13,1,13
1694,102,5646,1,7,5,7,4,1,275,1,8,14
1695,102,5646,1,7,5,7,4,2,430,2,7,14
1696,102,5646,1,7,5,7,4,1,925,3,6,14
1697,102,5646,1,7,5,7,4,2,817,4,5,14
1698,102,5646,1,7,5,7,4,4,403,5,4,14
1699,102,5646,1,7,5,7,4,3,607,6,3,14
1700,102,5646,1,7,5,7,4,4,595,7,2,14
1701,102,5646,1,7,5,7,4,1,592,8,1,14
1793,102,1812,0,8,7,6,2,1,323,1,2,15
1794,102,1812,0,8,7,6,2,2,1094,2,1,15
2016,102,6331,0,7,6,9,3,1,528,1,7,16
2017,102,6331,0,7,6,9,3,2,797,2,6,16
2018,102,6331,0,7,6,9,3,1,974,3,5,16
2019,102,6331,0,7,6,9,3,3,477,4,4,16
2020,102,6331,0,7,6,9,3,4,285,5,3,16
2021,102,6331,0,7,6,9,3,2,1240,6,2,16
2022,102,6331,0,7,6,9,3,1,1038,7,1,16
2050,102,3987,0,7,7,7,4,1,310,1,7,17
2051,102,3987,0,7,7,7,4,2,771,2,6,17
2052,102,3987,0,7,7,7,4,1,441,3,5,17
2053,102,3987,0,7,7,7,4,4,465,4,4,17
2054,102,3987,0,7,7,7,4,3,573,5,3,17
2055,102,3987,0,7,7,7,4,4,386,6,2,17
2056,102,3987,0,7,7,7,4,2,202,7,1,17
2149,102,4446,1,6,2,9,3,1,447,1,7,18
2150,102,4446,1,6,2,9,3,2,829,2,6,18
2151,102,4446,1,6,2,9,3,1,442,3,5,18
2152,102,4446,1,6,2,9,3,3,640,4,4,18
2153,102,4446,1,6,2,9,3,4,751,5,3,18
2154,102,4446,1,6,2,9,3,3,295,6,2,18
2155,102,4446,1,6,2,9,3,1,96,7,1,18
2326,102,1486,1,9,3,2,7,1,405,1,3,19
2327,102,1486,1,9,3,2,7,2,488,2,2,19
2328,102,1486,1,9,3,2,7,1,217,3,1,19
2493,102,3386,1,7,3,4,6,1,257,1,6,20
2494,102,3386,1,7,3,4,6,2,422,2,5,20
2495,102,3386,1,7,3,4,6,1,1011,3,4,20
2496,102,3386,1,7,3,4,6,3,628,4,3,20
2497,102,3386,1,7,3,4,6,4,299,5,2,20
2498,102,3386,1,7,3,4,6,1,104,6,1,20
2564,102,1735,1,8,8,3,6,1,302,1,3,21
2565,102,1735,1,8,8,3,6,2,436,2,2,21
2566,102,1735,1,8,8,3,6,1,532,3,1,21
2605,102,4299,0,4,2,8,3,1,286,1,10,22
2606,102,4299,0,4,2,8,3,2,511,2,9,22
2607,102,4299,0,4,2,8,3,1,288,3,8,22
2608,102,4299,0,4,2,8,3,2,212,4,7,22
2609,102,4299,0,4,2,8,3,4,360,5,6,22
2610,102,4299,0,4,2,8,3,3,325,6,5,22
2611,102,4299,0,4,2,8,3,4,431,7,4,22
2612,102,4299,0,4,2,8,3,3,282,8,3,22
2613,102,4299,0,4,2,8,3,1,229,9,2,22
2614,102,4299,0,4,2,8,3,2,344,10,1,22
2682,102,1411,1,7,4,3,7,1,289,1,3,23
2683,102,1411,1,7,4,3,7,2,376,2,2,23
2684,102,1411,1,7,4,3,7,1,354,3,1,23
3167,102,1329,1,7,3,2,6,1,367,1,3,24
3168,102,1329,1,7,3,2,6,2,385,2,2,24
3169,102,1329,1,7,3,2,6,1,197,3,1,24
3300,102,3829,1,2,3,3,6,1,310,1,8,25
3301,102,3829,1,2,3,3,6,2,405,2,7,25
3302,102,3829,1,2,3,3,6,1,233,3,6,25
3303,102,3829,1,2,3,3,6,3,548,4,5,25
3304,102,3829,1,2,3,3,6,4,380,5,4,25
3305,102,3829,1,2,3,3,6,3,443,6,3,25
3306,102,3829,1,2,3,3,6,1,265,7,2,25
3307,102,3829,1,2,3,3,6,2,370,8,1,25
3343,102,3744,0,6,8,3,8,1,715,1,7,26
3344,102,3744,0,6,8,3,8,2,466,2,6,26
3345,102,3744,0,6,8,3,8,1,560,3,5,26
3346,102,3744,0,6,8,3,8,3,376,4,4,26
