,subj,trial,choice,roi,rt,upleftval,uprightval,downleftval,downrightval,fixdur,fixnum,revfixnum
10,11,6,1,2,1208.9,276,220,42,191,151.5,1,1
11,11,7,1,3,1363,300,280,89,250,229.8,1,2
12,11,7,1,2,1363,300,280,89,250,84.7,2,1
16,11,9,0,2,1629,290,250,56,237,247.91,1,2
17,11,9,0,4,1629,290,250,56,237,574.03,2,1
18,11,10,1,3,1893.9,167,200,143,62,248.9,1,4
19,11,10,1,1,1893.9,167,200,143,62,232.87,2,3
20,11,10,1,4,1893.9,167,200,143,62,423,3,2
21,11,10,1,2,1893.9,167,200,143,62,305.8,4,1
29,11,15,1,2,830.72,229,239,144,32,249.6,1,1
33,11,17,0,3,1616.2,300,260,50,250,228.01,1,4
34,11,17,0,2,1616.2,300,260,50,250,101.05,2,3
35,11,17,0,4,1616.2,300,260,50,250,479,3,2
36,11,17,0,2,1616.2,300,260,50,250,17.7,4,1
37,11,18,0,1,2770.2,200,267,154,30,2,1,4
38,11,18,0,3,2770.2,200,267,154,30,284,2,3
39,11,18,0,4,2770.2,200,267,154,30,409.1,3,2
40,11,18,0,2,2770.2,200,267,154,30,56.4,4,1
41,11,19,1,2,2470.7,232,287,214,20,336.8,1,3
42,11,19,1,1,2470.7,232,287,214,20,212.9,2,2
43,11,19,1,3,2470.7,232,287,214,20,318.4,3,1
52,11,22,1,3,2523,267,277,241,48,300.98,1,5
53,11,22,1,2,2523,267,277,241,48,177.94,2,4
54,11,22,1,4,2523,267,277,241,48,237.9,3,3
55,11,22,1,1,2523,267,277,241,48,182.1,4,2
56,11,22,1,3,2523,267,277,241,48,624.4,5,1
57,11,23,0,3,1405.7,271,236,58,167,223.91,1,4
58,11,23,0,4,1405.7,271,236,58,167,284.16,2,3
59,11,23,0,2,1405.7,271,236,58,167,428,3,2
60,11,23,0,4,1405.7,271,236,58,167,67.5,4,1
76,11,27,0,1,1484.6,278,256,69,250,174.02,1,3
77,11,27,0,2,1484.6,278,256,69,250,224.05,2,2
78,11,27,0,4,1484.6,278,256,69,250,505.11,3,1
79,11,28,1,2,2014.7,272,186,12,153,512.1,1,3
80,11,28,1,1,2014.7,272,186,12,153,246.9,2,2
81,11,28,1,3,2014.7,272,186,12,153,179.4,3,1
83,11,30,0,2,1857.4,280,240,24,209,190.96,1,5
84,11,30,0,1,1857.4,280,240,24,209,37,2,4
85,11,30,0,4,1857.4,280,240,24,209,238.08,3,3
86,11,30,0,2,1857.4,280,240,24,209,523.1,4,2
87,11,30,0,4,1857.4,280,240,24,209,261.3,5,1
104,11,38,0,2,864.32,250,273,241,102,243.94,1,1
105,11,39,0,4,1218.4,200,235,155,50,222.81,1,3
106,11,39,0,3,1218.4,200,235,155,50,230.86,2,2
107,11,39,0,1,1218.4,200,235,155,50,58.1,3,1
108,11,40,0,2,1191.8,191,246,187,68,190.86,1,3
109,11,40,0,4,1191.8,191,246,187,68,212.09,2,2
110,11,40,0,1,1191.8,191,246,187,68,362.13,3,1
145,11,58,1,4,2081.2,294,226,37,134,162.12,1,7
146,11,58,1,1,2081.2,294,226,37,134,214.94,2,6
147,11,58,1,3,2081.2,294,226,37,134,153.03,3,5
148,11,58,1,4,2081.2,294,226,37,134,214.92,4,4
149,11,58,1,2,2081.2,294,226,37,134,524.4,5,3
150,11,58,1,1,2081.2,294,226,37,134,314.1,6,2
151,11,58,1,3,2081.2,294,226,37,134,82.1,7,1
159,11,61,1,1,1601.8,230,259,199,54,256.73,1,4
160,11,61,1,2,1601.8,230,259,199,54,5.94,2,3
161,11,61,1,4,1601.8,230,259,199,54,220.97,3,2
162,11,61,1,3,1601.8,230,259,199,54,460.9,4,1
167,11,63,1,1,596.58,270,250,105,234,208.55,1,2
168,11,63,1,3,596.58,270,250,105,234,42.1,2,1
181,11,68,1,4,1953,241,261,220,60,158.04,1,4
182,11,68,1,1,1953,241,261,220,60,236.91,2,3
183,11,68,1,3,1953,241,261,220,60,676.9,3,2
184,11,68,1,1,1953,241,261,220,60,131.1,4,1
194,11,72,1,1,1830.2,260,300,250,30,184.83,1,7
195,11,72,1,2,1830.2,260,300,250,30,166.09,2,6
196,11,72,1,4,1830.2,260,300,250,30,240.15,3,5
197,11,72,1,3,1830.2,260,300,250,30,279.9,4,4
198,11,72,1,1,1830.2,260,300,250,30,262,5,3
199,11,72,1,3,1830.2,260,300,250,30,198,6,2
200,11,72,1,2,1830.2,260,300,250,30,37.7,7,1
204,11,74,1,2,1579,262,290,258,111,227.82,1,4
205,11,74,1,4,1579,262,290,258,111,177.06,2,3
206,11,74,1,3,1579,262,290,258,111,376.8,3,2
207,11,74,1,1,1579,262,290,258,111,9.8,4,1
213,11,77,1,3,1733.5,203,291,174,50,274.69,1,2
214,11,77,1,1,1733.5,203,291,174,50,36.7,2,1
215,11,78,1,3,1095.5,260,295,240,61,5.71,1,2
216,11,78,1,1,1095.5,260,295,240,61,202.97,2,1
227,11,82,1,2,4183.4,250,281,171,62,229.01,1,12
228,11,82,1,1,4183.4,250,281,171,62,133.02,2,11
229,11,82,1,3,4183.4,250,281,171,62,250.99,3,10
230,11,82,1,4,4183.4,250,281,171,62,379.96,4,9
231,11,82,1,2,4183.4,250,281,171,62,277,5,8
232,11,82,1,4,4183.4,250,281,171,62,150.1,6,7
233,11,82,1,2,4183.4,250,281,171,62,7.9,7,6
234,11,82,1,1,4183.4,250,281,171,62,19.3,8,5
235,11,82,1,3,4183.4,250,281,171,62,811.8,9,4
236,11,82,1,4,4183.4,250,281,171,62,283.9,10,3
237,11,82,1,1,4183.4,250,281,171,62,5.8,11,2
238,11,82,1,2,4183.4,250,281,171,62,205.4,12,1
242,11,84,1,3,634.81,282,267,50,250,18.82,1,1
278,11,98,0,2,1069.8,255,245,33,240,395.87,1,2
279,11,98,0,4,1069.8,255,245,33,240,336.34,2,1
284,11,100,1,2,1982.4,240,289,152,28,205.83,1,3
285,11,100,1,1,1982.4,240,289,152,28,641.94,2,2
286,11,100,1,3,1982.4,240,289,152,28,286.2,3,1
287,11,101,0,4,1074.1,289,246,116,188,313.92,1,2
288,11,101,0,2,1074.1,289,246,116,188,87.2,2,1
289,11,102,0,2,997.39,260,234,42,180,200.78,1,3
290,11,102,0,4,997.39,260,234,42,180,199.78,2,2
291,11,102,0,3,997.39,260,234,42,180,257.09,3,1
296,11,105,0,3,1084.2,200,185,40,180,13.6,1,4
297,11,105,0,1,1084.2,200,185,40,180,151.55,2,3
298,11,105,0,2,1084.2,200,185,40,180,189.09,3,2
299,11,105,0,4,1084.2,200,185,40,180,69.2,4,1
300,11,106,0,4,1198.4,292,194,32,193,269.84,1,3
301,11,106,0,2,1198.4,292,194,32,193,364.36,2,2
302,11,106,0,4,1198.4,292,194,32,193,213.35,3,1
303,11,107,0,3,2295.4,193,250,168,51,126.86,1,7
304,11,107,0,1,2295.4,193,250,168,51,207.05,2,6
305,11,107,0,2,2295.4,193,250,168,51,198.83,3,5
306,11,107,0,4,2295.4,193,250,168,51,243.89,4,4
307,11,107,0,3,2295.4,193,250,168,51,250.1,5,3
308,11,107,0,1,2295.4,193,250,168,51,314.2,6,2
309,11,107,0,3,2295.4,193,250,168,51,481.9,7,1
314,11,109,0,2,1109.8,274,237,26,216,159.88,1,2
315,11,109,0,4,1109.8,274,237,26,216,103.2,2,1
316,11,110,0,2,1615.1,231,268,193,159,207.95,1,4
317,11,110,0,4,1615.1,231,268,193,159,220.96,2,3
318,11,110,0,3,1615.1,231,268,193,159,297.05,3,2
319,11,110,0,1,1615.1,231,268,193,159,322.1,4,1
328,11,113,0,4,1300.5,297,260,82,254,304.99,1,3
329,11,113,0,2,1300.5,297,260,82,254,294.05,2,2
330,11,113,0,4,1300.5,297,260,82,254,46.2,3,1
356,11,126,0,2,1183.8,281,241,22,220,300.84,1,3
357,11,126,0,4,1183.8,281,241,22,220,413.18,2,2
358,11,126,0,3,1183.8,281,241,22,220,49.1,3,1
370,11,130,1,2,2419.7,200,279,197,31,131.92,1,5
371,11,130,1,3,2419.7,200,279,197,31,443.02,2,4
372,11,130,1,1,2419.7,200,279,197,31,320.9,3,3
373,11,130,1,2,2419.7,200,279,197,31,294,4,2
374,11,130,1,3,2419.7,200,279,197,31,299.8,5,1
378,11,132,0,3,1451,286,256,79,198,9.81,1,4
379,11,132,0,1,1451,286,256,79,198,267.02,2,3
380,11,132,0,2,1451,286,256,79,198,287.19,3,2
381,11,132,0,4,1451,286,256,79,198,460.6,4,1
418,11,149,1,1,1203.9,205,267,202,12,180.98,1,2
419,11,149,1,2,1203.9,205,267,202,12,198.8,2,1
423,11,151,1,1,818.68,220,247,150,50,146.78,1,3
424,11,151,1,3,818.68,220,247,150,50,250.09,2,2
425,11,151,1,4,818.68,220,247,150,50,58.62,3,1
427,11,156,0,4,2256,230,213,41,193,339.8,1,1
428,11,157,1,3,901.45,252,279,217,84,244.86,1,1
434,11,163,1,3,749.63,222,249,200,49,249.44,1,1
435,11,167,0,2,908.44,250,270,199,132,172.82,1,2
436,11,167,0,4,908.44,250,270,199,132,134.16,2,1
437,11,168,1,2,2735.8,220,250,202,20,132.91,1,5
438,11,168,1,4,2735.8,220,250,202,20,332,2,4
439,11,168,1,3,2735.8,220,250,202,20,235,3,3
440,11,168,1,1,2735.8,220,250,202,20,415.9,4,2
441,11,168,1,2,2735.8,220,250,202,20,382.4,5,1
444,11,170,0,2,1500.5,150,205,145,38,162.76,1,4
445,11,170,0,3,1500.5,150,205,145,38,420.1,2,3
446,11,170,0,1,1500.5,150,205,145,38,244,3,2
447,11,170,0,2,1500.5,150,205,145,38,3.2,4,1
448,11,171,0,4,1222.5,266,234,26,134,265.76,1,2
449,11,171,0,2,1222.5,266,234,26,134,7.1,2,1
452,11,173,0,4,1953.9,279,294,269,189,471.04,1,5
453,11,173,0,1,1953.9,279,294,269,189,12.2,2,4
454,11,173,0,2,1953.9,279,294,269,189,189.9,3,3
455,11,173,0,4,1953.9,279,294,269,189,250.1,4,2
456,11,173,0,3,1953.9,279,294,269,189,228.1,5,1
463,11,176,1,2,1695.6,250,280,212,49,225.86,1,4
464,11,176,1,4,1695.6,250,280,212,49,202.04,2,3
465,11,176,1,3,1695.6,250,280,212,49,240,3,2
466,11,176,1,1,1695.6,250,280,212,49,270.1,4,1
471,11,179,1,2,1625.1,250,284,240,50,276.98,1,4
472,11,179,1,4,1625.1,250,284,240,50,196.97,2,3
473,11,179,1,3,1625.1,250,284,240,50,292.07,3,2
474,11,179,1,1,1625.1,250,284,240,50,229.8,4,1
483,11,184,1,1,1351.4,207,271,187,5,227.92,1,3
484,11,184,1,3,1351.4,207,271,187,5,193.87,2,2
485,11,184,1,4,1351.4,207,271,187,5,346.9,3,1
495,11,193,0,2,1046.8,230,250,221,48,227.18,1,1
497,11,195,0,3,1440.2,289,260,33,186,162.78,1,4
498,11,195,0,4,1440.2,289,260,33,186,256.18,2,3
499,11,195,0,2,1440.2,289,260,33,186,286.9,3,2
500,11,195,0,4,1440.2,289,260,33,186,76.2,4,1
501,11,200,1,4,1225.5,247,296,124,30,244,1,2
502,11,200,1,3,1225.5,247,296,124,30,250.08,2,1
1,14,1,0,1,2942.5,297,260,82,254,287.77,1,6
2,14,1,0,2,2942.5,297,260,82,254,540.97,2,5
3,14,1,0,4,2942.5,297,260,82,254,304.8,3,4
4,14,1,0,2,2942.5,297,260,82,254,317.2,4,3
5,14,1,0,1,2942.5,297,260,82,254,319.8,5,2
6,14,1,0,2,2942.5,297,260,82,254,793.1,6,1
163,14,3,1,1,1877,260,300,250,50,207.92,1,5
1710,14,3,1,2,1877,260,300,250,50,235.19,2,4
185,14,3,1,4,1877,260,300,250,50,254.99,3,3
191,14,3,1,3,1877,260,300,250,50,281.06,4,2
202,14,3,1,1,1877,260,300,250,50,597,5,1
28,14,5,1,1,2679.8,234,260,180,42,232.78,1,6
292,14,5,1,2,2679.8,234,260,180,42,518.08,2,5
30,14,5,1,1,2679.8,234,260,180,42,114.8,3,4
31,14,5,1,4,2679.8,234,260,180,42,289.1,4,3
32,14,5,1,3,2679.8,234,260,180,42,322,5,2
3310,14,5,1,1,2679.8,234,260,180,42,884.8,6,1
341,14,6,0,1,3780.2,275,255,27,250,200.95,1,8
351,14,6,0,2,3780.2,275,255,27,250,285.98,2,7
361,14,6,0,4,3780.2,275,255,27,250,522.01,3,6
375,14,6,0,2,3780.2,275,255,27,250,247.9,4,5
382,14,6,0,1,3780.2,275,255,27,250,224.8,5,4
391,14,6,0,3,3780.2,275,255,27,250,761.9,6,3
401,14,6,0,4,3780.2,275,255,27,250,94,7,2
413,14,6,0,2,3780.2,275,255,27,250,838.4,8,1
62,14,9,1,1,3218.7,300,280,89,250,198.87,1,9
63,14,9,1,2,3218.7,300,280,89,250,336.34,2,8
64,14,9,1,4,3218.7,300,280,89,250,545.87,3,7
65,14,9,1,3,3218.7,300,280,89,250,333.1,4,6
66,14,9,1,1,3218.7,300,280,89,250,362,5,5
67,14,9,1,3,3218.7,300,280,89,250,522.2,6,4
68,14,9,1,2,3218.7,300,280,89,250,293,7,3
69,14,9,1,1,3218.7,300,280,89,250,231.1,8,2
70,14,9,1,3,3218.7,300,280,89,250,8.9,9,1
130,14,20,1,2,3643.7,294,279,189,269,496.14,1,7
131,14,20,1,1,3643.7,294,279,189,269,194.81,2,6
132,14,20,1,3,3643.7,294,279,189,269,208.8,3,5
133,14,20,1,4,3643.7,294,279,189,269,570.1,4,4
134,14,20,1,2,3643.7,294,279,189,269,824.1,5,3
135,14,20,1,3,3643.7,294,279,189,269,297,6,2
136,14,20,1,1,3643.7,294,279,189,269,225.2,7,1
144,14,22,1,1,2771.1,241,261,220,60,197.02,1,8
1451,14,22,1,2,2771.1,241,261,220,60,422.13,2,7
1461,14,22,1,1,2771.1,241,261,220,60,322.98,3,6
1471,14,22,1,2,2771.1,241,261,220,60,237.1,4,5
1481,14,22,1,4,2771.1,241,261,220,60,594,5,4
1491,14,22,1,2,2771.1,241,261,220,60,174.1,6,3
1501,14,22,1,1,2771.1,241,261,220,60,195.1,7,2
1511,14,22,1,3,2771.1,241,261,220,60,286.9,8,1
1681,14,25,1,1,2584.2,186,272,153,12,214.67,1,5
169,14,25,1,2,2584.2,186,272,153,12,1243.06,2,4
170,14,25,1,1,2584.2,186,272,153,12,237.9,3,3
171,14,25,1,3,2584.2,186,272,153,12,352,4,2
172,14,25,1,1,2584.2,186,272,153,12,237.2,5,1
173,14,26,0,1,2532.7,255,245,33,240,171.07,1,6
174,14,26,0,2,2532.7,255,245,33,240,204.17,2,5
175,14,26,0,4,2532.7,255,245,33,240,460.18,3,4
176,14,26,0,3,2532.7,255,245,33,240,239,4,3
177,14,26,0,1,2532.7,255,245,33,240,261.8,5,2
178,14,26,0,2,2532.7,255,245,33,240,856.1,6,1
179,14,27,0,2,2405.9,246,191,68,187,264.87,1,6
180,14,27,0,1,2405.9,246,191,68,187,269.07,2,5
1811,14,27,0,3,2405.9,246,191,68,187,326.02,3,4
1821,14,27,0,4,2405.9,246,191,68,187,340.9,4,3
1831,14,27,0,2,2405.9,246,191,68,187,646.9,5,2
1841,14,27,0,4,2405.9,246,191,68,187,67.8,6,1
1981,14,30,1,2,1805.4,229,239,144,32,464.88,1,4
1991,14,30,1,4,1805.4,229,239,144,32,218.96,2,3
2001,14,30,1,3,1805.4,229,239,144,32,241.2,3,2
201,14,30,1,1,1805.4,229,239,144,32,457.6,4,1
2131,14,34,1,2,2308.4,247,220,50,150,286.85,1,6
2141,14,34,1,1,2308.4,247,220,50,150,222.02,2,5
2151,14,34,1,3,2308.4,247,220,50,150,213.06,3,4
2161,14,34,1,4,2308.4,247,220,50,150,236.1,4,3
217,14,34,1,2,2308.4,247,220,50,150,468,5,2
218,14,34,1,1,2308.4,247,220,50,150,559.7,6,1
2291,14,37,0,1,2501.2,277,267,48,241,191.88,1,7
2301,14,37,0,2,2501.2,277,267,48,241,506.03,2,6
2311,14,37,0,4,2501.2,277,267,48,241,248,3,5
2321,14,37,0,3,2501.2,277,267,48,241,227,4,4
2331,14,37,0,1,2501.2,277,267,48,241,273.1,5,3
2341,14,37,0,4,2501.2,277,267,48,241,129.9,6,2
2351,14,37,0,2,2501.2,277,267,48,241,498.8,7,1
246,14,40,0,2,2124.6,250,230,48,221,408.01,1,5
247,14,40,0,1,2124.6,250,230,48,221,344.94,2,4
248,14,40,0,3,2124.6,250,230,48,221,203.1,3,3
249,14,40,0,4,2124.6,250,230,48,221,318,4,2
250,14,40,0,2,2124.6,250,230,48,221,371.5,5,1
265,14,43,0,2,2360.8,265,248,69,155,451.87,1,5
266,14,43,0,1,2360.8,265,248,69,155,243.81,2,4
267,14,43,0,3,2360.8,265,248,69,155,234.3,3,3
268,14,43,0,4,2360.8,265,248,69,155,434.2,4,2
269,14,43,0,2,2360.8,265,248,69,155,473.5,5,1
270,14,44,1,2,2545.3,256,278,250,69,258.92,1,7
271,14,44,1,1,2545.3,256,278,250,69,394.14,2,6
272,14,44,1,3,2545.3,256,278,250,69,600.03,3,5
273,14,44,1,1,2545.3,256,278,250,69,231.1,4,4
274,14,44,1,2,2545.3,256,278,250,69,241.2,5,3
275,14,44,1,4,2545.3,256,278,250,69,274.9,6,2
276,14,44,1,3,2545.3,256,278,250,69,209.4,7,1
3191,14,51,1,1,2573,231,268,193,159,380.04,1,5
320,14,51,1,2,2573,231,268,193,159,449.09,2,4
321,14,51,1,4,2573,231,268,193,159,299.1,3,3
322,14,51,1,3,2573,231,268,193,159,266,4,2
323,14,51,1,1,2573,231,268,193,159,869.9,5,1
3301,14,53,0,1,4715.8,286,256,79,198,1174.95,1,10
331,14,53,0,2,4715.8,286,256,79,198,286.1,2,9
332,14,53,0,4,4715.8,286,256,79,198,691.1,3,8
333,14,53,0,1,4715.8,286,256,79,198,278,4,7
334,14,53,0,2,4715.8,286,256,79,198,234.9,5,6
335,14,53,0,3,4715.8,286,256,79,198,287,6,5
336,14,53,0,4,4715.8,286,256,79,198,211.9,7,4
337,14,53,0,2,4715.8,286,256,79,198,525,8,3
338,14,53,0,4,4715.8,286,256,79,198,406.9,9,2
339,14,53,0,2,4715.8,286,256,79,198,58.1,10,1
366,14,58,0,2,2090.2,273,250,102,241,478.92,1,5
367,14,58,0,1,2090.2,273,250,102,241,272.96,2,4
368,14,58,0,3,2090.2,273,250,102,241,246.5,3,3
369,14,58,0,4,2090.2,273,250,102,241,294.5,4,2
3701,14,58,0,2,2090.2,273,250,102,241,361.1,5,1
384,14,61,1,1,2187.5,220,276,191,42,226.91,1,6
385,14,61,1,3,2187.5,220,276,191,42,208.16,2,5
386,14,61,1,2,2187.5,220,276,191,42,242.99,3,4
387,14,61,1,4,2187.5,220,276,191,42,383.9,4,3
388,14,61,1,3,2187.5,220,276,191,42,232.2,5,2
389,14,61,1,1,2187.5,220,276,191,42,317.7,6,1
409,14,65,0,1,1995.9,290,250,56,237,465.95,1,4
410,14,65,0,3,1995.9,290,250,56,237,358.3,2,3
411,14,65,0,4,1995.9,290,250,56,237,209,3,2
412,14,65,0,2,1995.9,290,250,56,237,725.8,4,1
4271,14,68,0,1,4698.5,173,227,160,41,172.91,1,9
4281,14,68,0,2,4698.5,173,227,160,41,410.19,2,8
429,14,68,0,4,4698.5,173,227,160,41,189.97,3,7
430,14,68,0,3,4698.5,173,227,160,41,1522.9,4,6
431,14,68,0,1,4698.5,173,227,160,41,266,5,5
432,14,68,0,2,4698.5,173,227,160,41,407,6,4
433,14,68,0,4,4698.5,173,227,160,41,483.1,7,3
4341,14,68,0,3,4698.5,173,227,160,41,465.2,8,2
4351,14,68,0,2,4698.5,173,227,160,41,156.6,9,1
4471,14,70,0,1,4689.9,273,290,179,117,157.32,1,10
4481,14,70,0,2,4689.9,273,290,179,117,404.06,2,9
4491,14,70,0,3,4689.9,273,290,179,117,283.05,3,8
450,14,70,0,4,4689.9,273,290,179,117,512.1,4,7
451,14,70,0,1,4689.9,273,290,179,117,489.9,5,6
4521,14,70,0,4,4689.9,273,290,179,117,180,6,5
4531,14,70,0,3,4689.9,273,290,179,117,609,7,4
4541,14,70,0,2,4689.9,273,290,179,117,415.4,8,3
4551,14,70,0,4,4689.9,273,290,179,117,467.4,9,2
4561,14,70,0,3,4689.9,273,290,179,117,106.4,10,1
5011,14,78,1,1,1966.6,260,295,240,61,450.84,1,5
5021,14,78,1,2,1966.6,260,295,240,61,189.12,2,4
503,14,78,1,4,1966.6,260,295,240,61,415.18,3,3
504,14,78,1,3,1966.6,260,295,240,61,271.9,4,2
505,14,78,1,1,1966.6,260,295,240,61,365.5,5,1
512,14,80,0,1,1821.3,289,240,28,152,195.87,1,6
513,14,80,0,2,1821.3,289,240,28,152,192.23,2,5
514,14,80,0,4,1821.3,289,240,28,152,292.06,3,4
515,14,80,0,2,1821.3,289,240,28,152,435.97,4,3
516,14,80,0,1,1821.3,289,240,28,152,191,5,2
517,14,80,0,3,1821.3,289,240,28,152,181.4,6,1
518,14,81,1,1,2982,267,282,250,50,759.06,1,7
519,14,81,1,2,2982,267,282,250,50,320.1,2,6
520,14,81,1,4,2982,267,282,250,50,177.2,3,5
521,14,81,1,3,2982,267,282,250,50,651.1,4,4
522,14,81,1,1,2982,267,282,250,50,397.1,5,3
523,14,81,1,2,2982,267,282,250,50,226.3,6,2
524,14,81,1,4,2982,267,282,250,50,31.4,7,1
525,14,82,1,1,2365.4,222,249,200,49,231.89,1,5
526,14,82,1,2,2365.4,222,249,200,49,1008.04,2,4
527,14,82,1,4,2365.4,222,249,200,49,284.2,3,3
528,14,82,1,3,2365.4,222,249,200,49,226,4,2
529,14,82,1,1,2365.4,222,249,200,49,288.4,5,1
534,14,84,0,1,3196.6,259,230,54,199,346.96,1,8
535,14,84,0,2,3196.6,259,230,54,199,390.71,2,7
536,14,84,0,4,3196.6,259,230,54,199,294.09,3,6
537,14,84,0,3,3196.6,259,230,54,199,349.9,4,5
538,14,84,0,4,3196.6,259,230,54,199,231,5,4
539,14,84,0,2,3196.6,259,230,54,199,511,6,3
540,14,84,0,4,3196.6,259,230,54,199,382.9,7,2
541,14,84,0,2,3196.6,259,230,54,199,371.1,8,1
542,14,85,0,2,2160,300,260,30,250,987.92,1,4
543,14,85,0,4,2160,300,260,30,250,510.1,2,3
544,14,85,0,3,2160,300,260,30,250,182.9,3,2
545,14,85,0,1,2160,300,260,30,250,94.1,4,1
555,14,88,1,2,4310.9,226,294,134,37,253.08,1,11
556,14,88,1,1,4310.9,226,294,134,37,421.07,2,10
557,14,88,1,3,4310.9,226,294,134,37,237.18,3,9
558,14,88,1,4,4310.9,226,294,134,37,187,4,8
559,14,88,1,2,4310.9,226,294,134,37,556.1,5,7
560,14,88,1,4,4310.9,226,294,134,37,372.1,6,6
561,14,88,1,2,4310.9,226,294,134,37,410,7,5
562,14,88,1,1,4310.9,226,294,134,37,518.1,8,4
563,14,88,1,3,4310.9,226,294,134,37,260.9,9,3
564,14,88,1,4,4310.9,226,294,134,37,259.1,10,2
565,14,88,1,1,4310.9,226,294,134,37,363.2,11,1
566,14,89,1,2,3458.8,234,266,134,26,311.82,1,8
567,14,89,1,1,3458.8,234,266,134,26,264.93,2,7
568,14,89,1,3,3458.8,234,266,134,26,549.89,3,6
569,14,89,1,2,3458.8,234,266,134,26,440.9,4,5
570,14,89,1,4,3458.8,234,266,134,26,371.1,5,4
571,14,89,1,2,3458.8,234,266,134,26,282,6,3
572,14,89,1,1,3458.8,234,266,134,26,418.5,7,2
573,14,89,1,3,3458.8,234,266,134,26,332,8,1
574,14,90,1,1,4139,130,142,95,77,163.91,1,10
575,14,90,1,2,4139,130,142,95,77,347.25,2,9
576,14,90,1,4,4139,130,142,95,77,499.99,3,8
577,14,90,1,3,4139,130,142,95,77,345,4,7
578,14,90,1,1,4139,130,142,95,77,235.1,5,6
579,14,90,1,2,4139,130,142,95,77,362.2,6,5
580,14,90,1,3,4139,130,142,95,77,289,7,4
581,14,90,1,4,4139,130,142,95,77,523.2,8,3
582,14,90,1,3,4139,130,142,95,77,252.1,9,2
583,14,90,1,1,4139,130,142,95,77,301.1,10,1
584,14,91,1,1,4127.5,241,281,220,22,239,1,9
585,14,91,1,2,4127.5,241,281,220,22,496,2,8
586,14,91,1,3,4127.5,241,281,220,22,255,3,7
587,14,91,1,1,4127.5,241,281,220,22,567.2,4,6
588,14,91,1,3,4127.5,241,281,220,22,619.2,5,5
589,14,91,1,4,4127.5,241,281,220,22,5.9,6,4
590,14,91,1,2,4127.5,241,281,220,22,468.1,7,3
591,14,91,1,4,4127.5,241,281,220,22,234.1,8,2
592,14,91,1,1,4127.5,241,281,220,22,179,9,1
628,14,99,1,2,2268.3,260,286,137,55,199.97,1,7
629,14,99,1,1,2268.3,260,286,137,55,170.88,2,6
630,14,99,1,3,2268.3,260,286,137,55,258.09,3,5
631,14,99,1,4,2268.3,260,286,137,55,463.1,4,4
632,14,99,1,2,2268.3,260,286,137,55,254.2,5,3
633,14,99,1,1,2268.3,260,286,137,55,368.9,6,2
634,14,99,1,2,2268.3,260,286,137,55,167,7,1
673,14,110,1,1,1605.8,247,296,124,30,230.197,1,5
674,14,110,1,2,1605.8,247,296,124,30,309.04,2,4
675,14,110,1,4,1605.8,247,296,124,30,343.9,3,3
676,14,110,1,3,1605.8,247,296,124,30,217.99,4,2
677,14,110,1,1,1605.8,247,296,124,30,403.5,5,1
682,14,112,0,1,3199.2,250,270,199,132,287.73,1,9
683,14,112,0,3,3199.2,250,270,199,132,1.02,2,8
684,14,112,0,4,3199.2,250,270,199,132,9.14,3,7
685,14,112,0,2,3199.2,250,270,199,132,457.13,4,6
686,14,112,0,4,3199.2,250,270,199,132,265,5,5
687,14,112,0,3,3199.2,250,270,199,132,337.1,6,4
688,14,112,0,1,3199.2,250,270,199,132,503,7,3
689,14,112,0,2,3199.2,250,270,199,132,568,8,2
690,14,112,0,4,3199.2,250,270,199,132,257.4,9,1
695,14,114,0,1,2091.9,271,207,5,187,322.91,1,6
696,14,114,0,3,2091.9,271,207,5,187,257.13,2,5
697,14,114,0,4,2091.9,271,207,5,187,149,3,4
698,14,114,0,2,2091.9,271,207,5,187,351.8,4,3
699,14,114,0,4,2091.9,271,207,5,187,291,5,2
700,14,114,0,2,2091.9,271,207,5,187,210.3,6,1
724,14,119,0,1,3227.3,279,252,84,217,537.88,1,9
725,14,119,0,3,3227.3,279,252,84,217,361.04,2,8
726,14,119,0,4,3227.3,279,252,84,217,296,3,7
727,14,119,0,2,3227.3,279,252,84,217,554.2,4,6
728,14,119,0,4,3227.3,279,252,84,217,198,5,5
729,14,119,0,1,3227.3,279,252,84,217,230.1,6,4
730,14,119,0,3,3227.3,279,252,84,217,223.8,7,3
731,14,119,0,4,3227.3,279,252,84,217,322,8,2
732,14,119,0,2,3227.3,279,252,84,217,98.2,9,1
763,14,124,1,1,2087,205,267,202,12,182.97,1,5
764,14,124,1,2,2087,205,267,202,12,572.06,2,4
765,14,124,1,4,2087,205,267,202,12,473.9,3,3
766,14,124,1,1,2087,205,267,202,12,1,4,2
767,14,124,1,3,2087,205,267,202,12,190.1,5,1
778,14,127,0,2,1855.9,274,237,26,216,374.94,1,5
779,14,127,0,4,1855.9,274,237,26,216,495.01,2,4
780,14,127,0,2,1855.9,274,237,26,216,366,3,3
781,14,127,0,1,1855.9,274,237,26,216,202.4,4,2
782,14,127,0,3,1855.9,274,237,26,216,106.1,5,1
789,14,129,1,1,2367.8,241,252,180,97,232.31,1,5
790,14,129,1,3,2367.8,241,252,180,97,323.15,2,4
791,14,129,1,4,2367.8,241,252,180,97,538.2,3,3
792,14,129,1,2,2367.8,241,252,180,97,133.3,4,2
793,14,129,1,1,2367.8,241,252,180,97,306.8,5,1
799,14,131,0,1,2868.7,270,250,105,234,239.94,1,6
