"","subj","trial","choice","roi","rt","upleftval","uprightval","downleftval","downrightval","fixdur","fixnum","revfixnum"
"4794",18,38,1,2,11372.9,230,242,290,250,535.1,17,10
"4803",18,38,1,4,11372.9,230,242,290,250,1.90000000000001,18,9
"4816",18,38,1,3,11372.9,230,242,290,250,3.89999999999979,19,8
"4823",18,38,1,1,11372.9,230,242,290,250,284.2,20,7
"4832",18,38,1,3,11372.9,230,242,290,250,154.999999999999,21,6
"4842",18,38,1,1,11372.9,230,242,290,250,561,22,5
"4853",18,38,1,2,11372.9,230,242,290,250,2106.1,23,4
"4864",18,38,1,4,11372.9,230,242,290,250,3.20000000000142,24,3
"4874",18,38,1,3,11372.9,230,242,290,250,1.9000000000009,25,2
"4883",18,38,1,1,11372.9,230,242,290,250,79.699999999999,26,1
"4971",18,40,0,1,4556.7,93,141,296,187,15.62,1,8
"4981",18,40,0,2,4556.7,93,141,296,187,664.93,2,7
"4991",18,40,0,4,4556.7,93,141,296,187,381.2,3,6
"5001",18,40,0,2,4556.7,93,141,296,187,313,4,5
"5014",18,40,0,1,4556.7,93,141,296,187,278.1,5,4
"5021",18,40,0,3,4556.7,93,141,296,187,149.1,6,3
"5032",18,40,0,2,4556.7,93,141,296,187,391,7,2
"5042",18,40,0,1,4556.7,93,141,296,187,268.6,8,1
"5052",18,41,0,4,5099.4,92,117,236,162,445.71,1,13
"5064",18,41,0,2,5099.4,92,117,236,162,351.9,2,12
"5074",18,41,0,1,5099.4,92,117,236,162,313.2,3,11
"5084",18,41,0,3,5099.4,92,117,236,162,444.9,4,10
"5094",18,41,0,1,5099.4,92,117,236,162,169,5,9
"5105",18,41,0,2,5099.4,92,117,236,162,541.1,6,8
"5116",18,41,0,1,5099.4,92,117,236,162,469.1,7,7
"5123",18,41,0,3,5099.4,92,117,236,162,0.900000000000123,8,6
"5133",18,41,0,4,5099.4,92,117,236,162,3.89999999999979,9,5
"5143",18,41,0,2,5099.4,92,117,236,162,571.9,10,4
"5153",18,41,0,4,5099.4,92,117,236,162,1.90000000000001,11,3
"5162",18,41,0,3,5099.4,92,117,236,162,3.20000000000054,12,2
"5172",18,41,0,1,5099.4,92,117,236,162,28.6999999999997,13,1
"5182",18,42,1,2,10315.6,71,81,286,221,323.63,1,17
"5191",18,42,1,4,10315.6,71,81,286,221,3.1000000000001,2,16
"5201",18,42,1,3,10315.6,71,81,286,221,2.99999999999989,3,15
"5212",18,42,1,1,10315.6,71,81,286,221,170.9,4,14
"5221",18,42,1,4,10315.6,71,81,286,221,202,5,13
"5232",18,42,1,2,10315.6,71,81,286,221,253.1,6,12
"5242",18,42,1,1,10315.6,71,81,286,221,431,7,11
"5252",18,42,1,2,10315.6,71,81,286,221,405,8,10
"5262",18,42,1,4,10315.6,71,81,286,221,1.90000000000001,9,9
"5272",18,42,1,3,10315.6,71,81,286,221,6.19999999999976,10,8
"5282",18,42,1,1,10315.6,71,81,286,221,487,11,7
"5292",18,42,1,2,10315.6,71,81,286,221,862.9,12,6
"5303",18,42,1,1,10315.6,71,81,286,221,758.1,13,5
"5313",18,42,1,2,10315.6,71,81,286,221,354.9,14,4
"5323",18,42,1,1,10315.6,71,81,286,221,819.5,15,3
"5333",18,42,1,2,10315.6,71,81,286,221,457.000000000001,16,2
"5342",18,42,1,3,10315.6,71,81,286,221,1142.1,17,1
"5351",18,43,0,2,4326.2,20,87,297,139,81.81,1,8
"5361",18,43,0,4,4326.2,20,87,297,139,560.13,2,7
"5371",18,43,0,2,4326.2,20,87,297,139,282,3,6
"5382",18,43,0,3,4326.2,20,87,297,139,317,4,5
"5392",18,43,0,2,4326.2,20,87,297,139,305.2,5,4
"5402",18,43,0,1,4326.2,20,87,297,139,221,6,3
"5414",18,43,0,2,4326.2,20,87,297,139,102.6,7,2
"5422",18,43,0,4,4326.2,20,87,297,139,8.89999999999969,8,1
"5432",18,44,1,1,5069.7,85,55,95,285,322.35,1,12
"5442",18,44,1,2,5069.7,85,55,95,285,267.03,2,11
"5452",18,44,1,1,5069.7,85,55,95,285,238.25,3,10
"5463",18,44,1,3,5069.7,85,55,95,285,237.9,4,9
"5473",18,44,1,4,5069.7,85,55,95,285,298.1,5,8
"5483",18,44,1,2,5069.7,85,55,95,285,395,6,7
"5493",18,44,1,4,5069.7,85,55,95,285,82.0000000000003,7,6
"5504",18,44,1,3,5069.7,85,55,95,285,306.9,8,5
"5515",18,44,1,1,5069.7,85,55,95,285,216.1,9,4
"5524",18,44,1,3,5069.7,85,55,95,285,237.2,10,3
"5534",18,44,1,2,5069.7,85,55,95,285,463,11,2
"5544",18,44,1,1,5069.7,85,55,95,285,224,12,1
"5553",18,45,0,4,6965.8,54,50,160,275,409.95,1,13
"5563",18,45,0,3,6965.8,54,50,160,275,376.8,2,12
"5572",18,45,0,1,6965.8,54,50,160,275,364.9,3,11
"5582",18,45,0,2,6965.8,54,50,160,275,451,4,10
"5592",18,45,0,1,6965.8,54,50,160,275,350.5,5,9
"5602",18,45,0,4,6965.8,54,50,160,275,332,6,8
"5615",18,45,0,3,6965.8,54,50,160,275,229.3,7,7
"5623",18,45,0,1,6965.8,54,50,160,275,244.899999999999,8,6
"5632",18,45,0,2,6965.8,54,50,160,275,460,9,5
"5642",18,45,0,4,6965.8,54,50,160,275,2.89999999999946,10,4
"5652",18,45,0,3,6965.8,54,50,160,275,12.0999999999993,11,3
"5662",18,45,0,2,6965.8,54,50,160,275,368,12,2
"5673",18,45,0,4,6965.8,54,50,160,275,5.10000000000055,13,1
"5833",18,47,1,1,7223.3,78,55,90,290,128.34,1,19
"5843",18,47,1,2,7223.3,78,55,90,290,215.95,2,18
"5853",18,47,1,4,7223.3,78,55,90,290,346.93,3,17
"5863",18,47,1,2,7223.3,78,55,90,290,309,4,16
"5873",18,47,1,1,7223.3,78,55,90,290,291.1,5,15
"5883",18,47,1,3,7223.3,78,55,90,290,6.00000000000001,6,14
"5892",18,47,1,2,7223.3,78,55,90,290,446.9,7,13
"5901",18,47,1,1,7223.3,78,55,90,290,231.1,8,12
"5914",18,47,1,2,7223.3,78,55,90,290,437.5,9,11
"5921",18,47,1,4,7223.3,78,55,90,290,2.09999999999999,10,10
"5931",18,47,1,3,7223.3,78,55,90,290,10.8999999999999,11,9
"5941",18,47,1,1,7223.3,78,55,90,290,295,12,8
"5951",18,47,1,3,7223.3,78,55,90,290,744.1,13,7
"5961",18,47,1,1,7223.3,78,55,90,290,450.1,14,6
"5972",18,47,1,2,7223.3,78,55,90,290,983.2,15,5
"5982",18,47,1,1,7223.3,78,55,90,290,359.9,16,4
"5993",18,47,1,3,7223.3,78,55,90,290,306.9,17,3
"6003",18,47,1,4,7223.3,78,55,90,290,5.09999999999966,18,2
"6015",18,47,1,2,7223.3,78,55,90,290,105.7,19,1
"6183",18,49,0,4,11222,76,100,257,150,353.91,1,20
"6192",18,49,0,3,11222,76,100,257,150,435.9,2,19
"6201",18,49,0,1,11222,76,100,257,150,2.09999999999999,3,18
"6211",18,49,0,3,11222,76,100,257,150,2.19999999999976,4,17
"6221",18,49,0,1,11222,76,100,257,150,686.9,5,16
"623",18,49,0,3,11222,76,100,257,150,2129,6,15
"624",18,49,0,1,11222,76,100,257,150,143.1,7,14
"6252",18,49,0,3,11222,76,100,257,150,674.1,8,13
"6262",18,49,0,1,11222,76,100,257,150,213,9,12
"6272",18,49,0,3,11222,76,100,257,150,268.9,10,11
"6281",18,49,0,4,11222,76,100,257,150,254.2,11,10
"6291",18,49,0,2,11222,76,100,257,150,316.9,12,9
"6301",18,49,0,4,11222,76,100,257,150,449.8,13,8
"6311",18,49,0,2,11222,76,100,257,150,48,14,7
"6321",18,49,0,1,11222,76,100,257,150,448.899999999998,15,6
"633",18,49,0,2,11222,76,100,257,150,417,16,5
"634",18,49,0,4,11222,76,100,257,150,0.899999999999679,17,4
"6351",18,49,0,3,11222,76,100,257,150,6.99999999999967,18,3
"6361",18,49,0,1,11222,76,100,257,150,632.6,19,2
"6371",18,49,0,2,11222,76,100,257,150,518.5,20,1
"6603",18,52,0,2,2643.4,45,60,244,134,337.83,1,7
"6614",18,52,0,1,2643.4,45,60,244,134,161,2,6
"6624",18,52,0,3,2643.4,45,60,244,134,237.88,3,5
"6633",18,52,0,1,2643.4,45,60,244,134,370,4,4
"6643",18,52,0,2,2643.4,45,60,244,134,375.2,5,3
"6652",18,52,0,4,2643.4,45,60,244,134,555,6,2
"6662",18,52,0,2,2643.4,45,60,244,134,203.6,7,1
"6793",18,54,0,1,5234.7,87,104,280,140,39.53,1,14
"6803",18,54,0,2,5234.7,87,104,280,140,208.02,2,13
"6812",18,54,0,3,5234.7,87,104,280,140,402.12,3,12
"6821",18,54,0,4,5234.7,87,104,280,140,9.10000000000011,4,11
"6831",18,54,0,2,5234.7,87,104,280,140,277,5,10
"6841",18,54,0,1,5234.7,87,104,280,140,305.1,6,9
"6852",18,54,0,4,5234.7,87,104,280,140,350,7,8
"6862",18,54,0,2,5234.7,87,104,280,140,352.2,8,7
"6872",18,54,0,3,5234.7,87,104,280,140,7.09999999999988,9,6
"6881",18,54,0,1,5234.7,87,104,280,140,808.2,10,5
"689",18,54,0,2,5234.7,87,104,280,140,417.1,11,4
"690",18,54,0,4,5234.7,87,104,280,140,3.00000000000011,12,3
"6913",18,54,0,3,5234.7,87,104,280,140,6.99999999999967,13,2
"6922",18,54,0,2,5234.7,87,104,280,140,231.100000000001,14,1
"7013",18,56,0,1,6351.7,173,191,292,218,21.3000000000001,1,12
"7021",18,56,0,3,6351.7,173,191,292,218,258.8,2,11
"7031",18,56,0,4,6351.7,173,191,292,218,375.2,3,10
"7042",18,56,0,2,6351.7,173,191,292,218,578,4,9
"7052",18,56,0,4,6351.7,173,191,292,218,328,5,8
"7062",18,56,0,2,6351.7,173,191,292,218,199.3,6,7
"7072",18,56,0,1,6351.7,173,191,292,218,380.9,7,6
"7082",18,56,0,3,6351.7,173,191,292,218,564.9,8,5
"7093",18,56,0,1,6351.7,173,191,292,218,663.2,9,4
"7104",18,56,0,2,6351.7,173,191,292,218,450.2,10,3
"7115",18,56,0,4,6351.7,173,191,292,218,658.099999999999,11,2
"7123",18,56,0,2,6351.7,173,191,292,218,538.4,12,1
"7133",18,57,0,3,4676.9,70,100,293,101,16.8999999999999,1,11
"7143",18,57,0,4,4676.9,70,100,293,101,485.9,2,10
"7152",18,57,0,2,4676.9,70,100,293,101,347.8,3,9
"7162",18,57,0,4,4676.9,70,100,293,101,3.09999999999988,4,8
"7172",18,57,0,3,4676.9,70,100,293,101,7.09999999999988,5,7
"7181",18,57,0,1,4676.9,70,100,293,101,242.9,6,6
"7191",18,57,0,2,4676.9,70,100,293,101,473.9,7,5
"7201",18,57,0,1,4676.9,70,100,293,101,396,8,4
"7211",18,57,0,3,4676.9,70,100,293,101,349,9,3
"7222",18,57,0,4,4676.9,70,100,293,101,373.200000000001,10,2
"7232",18,57,0,2,4676.9,70,100,293,101,111.1,11,1
"7243",18,58,1,4,3255,94,67,95,219,5.80000000000003,1,8
"7252",18,58,1,2,3255,94,67,95,219,220.95,2,7
"7261",18,58,1,1,3255,94,67,95,219,240.12,3,6
"7271",18,58,1,3,3255,94,67,95,219,389.7,4,5
"7282",18,58,1,1,3255,94,67,95,219,77.9000000000001,5,4
"7292",18,58,1,2,3255,94,67,95,219,280.9,6,3
"7302",18,58,1,4,3255,94,67,95,219,471,7,2
"7312",18,58,1,3,3255,94,67,95,219,391,8,1
"7544",18,61,1,1,9619.1,90,72,208,246,265.69,1,12
"7554",18,61,1,2,9619.1,90,72,208,246,397,2,11
"7564",18,61,1,1,9619.1,90,72,208,246,262.8,3,10
"7574",18,61,1,3,9619.1,90,72,208,246,352,4,9
"7582",18,61,1,4,9619.1,90,72,208,246,639,5,8
"7592",18,61,1,2,9619.1,90,72,208,246,427,6,7
"7602",18,61,1,1,9619.1,90,72,208,246,355.3,7,6
"7612",18,61,1,4,9619.1,90,72,208,246,8.00000000000001,8,5
"7622",18,61,1,2,9619.1,90,72,208,246,326.099999999999,9,4
"7631",18,61,1,1,9619.1,90,72,208,246,418,10,3
"7641",18,61,1,2,9619.1,90,72,208,246,427.799999999999,11,2
"7651",18,61,1,3,9619.1,90,72,208,246,580.9,12,1
"7661",18,62,1,3,14125.9,89,99,292,202,468.72,1,30
"7672",18,62,1,4,14125.9,89,99,292,202,932,2,29
"7683",18,62,1,2,14125.9,89,99,292,202,201.8,3,28
"7693",18,62,1,1,14125.9,89,99,292,202,237,4,27
"7703",18,62,1,3,14125.9,89,99,292,202,620,5,26
"7713",18,62,1,4,14125.9,89,99,292,202,367.9,6,25
"7722",18,62,1,2,14125.9,89,99,292,202,475.000000000001,7,24
"7732",18,62,1,4,14125.9,89,99,292,202,4.90000000000013,8,23
"7742",18,62,1,3,14125.9,89,99,292,202,1.29999999999963,9,22
"7752",18,62,1,1,14125.9,89,99,292,202,273.099999999999,10,21
"7762",18,62,1,4,14125.9,89,99,292,202,405.699999999999,11,20
"7773",18,62,1,1,14125.9,89,99,292,202,244.9,12,19
"7782",18,62,1,3,14125.9,89,99,292,202,1004.1,13,18
"7792",18,62,1,1,14125.9,89,99,292,202,417,14,17
"7802",18,62,1,3,14125.9,89,99,292,202,205.1,15,16
"7812",18,62,1,4,14125.9,89,99,292,202,135,16,15
"7822",18,62,1,2,14125.9,89,99,292,202,231.400000000001,17,14
"7833",18,62,1,1,14125.9,89,99,292,202,409.000000000001,18,13
"7843",18,62,1,2,14125.9,89,99,292,202,698,19,12
"7853",18,62,1,4,14125.9,89,99,292,202,3.99999999999956,20,11
"7863",18,62,1,3,14125.9,89,99,292,202,11.3000000000003,21,10
"7873",18,62,1,1,14125.9,89,99,292,202,311.1,22,9
"7883",18,62,1,3,14125.9,89,99,292,202,6.99999999999967,23,8
"7892",18,62,1,1,14125.9,89,99,292,202,380.100000000001,24,7
"7902",18,62,1,2,14125.9,89,99,292,202,503.1,25,6
"7912",18,62,1,1,14125.9,89,99,292,202,271.100000000001,26,5
"7922",18,62,1,2,14125.9,89,99,292,202,597,27,4
"7932",18,62,1,1,14125.9,89,99,292,202,481,28,3
"7942",18,62,1,2,14125.9,89,99,292,202,453.899999999999,29,2
"7952",18,62,1,3,14125.9,89,99,292,202,324,30,1
"7962",18,63,0,1,5030.4,46,91,284,186,205.08,1,16
"7972",18,63,0,2,5030.4,46,91,284,186,155.22,2,15
"7982",18,63,0,4,5030.4,46,91,284,186,170.07,3,14
"7992",18,63,0,2,5030.4,46,91,284,186,283.02,4,13
"8002",18,63,0,4,5030.4,46,91,284,186,257.1,5,12
"8012",18,63,0,3,5030.4,46,91,284,186,654.1,6,11
"8022",18,63,0,1,5030.4,46,91,284,186,419,7,10
"8032",18,63,0,3,5030.4,46,91,284,186,133.9,8,9
"8041",18,63,0,4,5030.4,46,91,284,186,253.9,9,8
"8051",18,63,0,2,5030.4,46,91,284,186,454.2,10,7
"8061",18,63,0,4,5030.4,46,91,284,186,222.8,11,6
"8071",18,63,0,3,5030.4,46,91,284,186,5.09999999999966,12,5
"8081",18,63,0,1,5030.4,46,91,284,186,251.9,13,4
"8091",18,63,0,3,5030.4,46,91,284,186,8.09999999999977,14,3
"8101",18,63,0,4,5030.4,46,91,284,186,1.80000000000025,15,2
"8111",18,63,0,2,5030.4,46,91,284,186,8.20000000000043,16,1
"8612",18,66,1,2,4684.6,72,50,130,252,228.57,1,15
"8622",18,66,1,3,4684.6,72,50,130,252,389,2,14
"8632",18,66,1,1,4684.6,72,50,130,252,270.2,3,13
"8641",18,66,1,3,4684.6,72,50,130,252,2,4,12
"8651",18,66,1,4,4684.6,72,50,130,252,7.00000000000012,5,11
"8661",18,66,1,2,4684.6,72,50,130,252,168,6,10
"8671",18,66,1,4,4684.6,72,50,130,252,243.8,7,9
"8681",18,66,1,2,4684.6,72,50,130,252,294.1,8,8
"8691",18,66,1,4,4684.6,72,50,130,252,641,9,7
"8702",18,66,1,2,4684.6,72,50,130,252,298.1,10,6
"8711",18,66,1,1,4684.6,72,50,130,252,392,11,5
"8721",18,66,1,3,4684.6,72,50,130,252,1.1000000000001,12,4
"8731",18,66,1,4,4684.6,72,50,130,252,5.79999999999981,13,3
"8741",18,66,1,2,4684.6,72,50,130,252,244.1,14,2
"8752",18,66,1,1,4684.6,72,50,130,252,64.0999999999998,15,1
"8902",18,68,1,3,5121.3,226,192,250,300,290.93,1,10
"8913",18,68,1,2,5121.3,226,192,250,300,254,2,9
"8922",18,68,1,4,5121.3,226,192,250,300,237.1,3,8
"8932",18,68,1,2,5121.3,226,192,250,300,402.9,4,7
"8942",18,68,1,1,5121.3,226,192,250,300,627,5,6
"8952",18,68,1,3,5121.3,226,192,250,300,273.9,6,5
"8961",18,68,1,1,5121.3,226,192,250,300,505.1,7,4
"8971",18,68,1,3,5121.3,226,192,250,300,693.799999999999,8,3
"8982",18,68,1,4,5121.3,226,192,250,300,2.10000000000043,9,2
"8992",18,68,1,2,5121.3,226,192,250,300,534,10,1
"9182",18,71,0,2,4805.4,15,73,259,99,3.61999999999996,1,11
"9191",18,71,0,1,4805.4,15,73,259,99,464.64,2,10
"9201",18,71,0,4,4805.4,15,73,259,99,8.89999999999991,3,9
"9213",18,71,0,2,4805.4,15,73,259,99,172,4,8
"9222",18,71,0,4,4805.4,15,73,259,99,436.8,5,7
"9233",18,71,0,2,4805.4,15,73,259,99,322,6,6
"9243",18,71,0,4,4805.4,15,73,259,99,462,7,5
"9252",18,71,0,2,4805.4,15,73,259,99,144.7,8,4
"9262",18,71,0,3,4805.4,15,73,259,99,276.1,9,3
"9271",18,71,0,2,4805.4,15,73,259,99,144.099999999999,10,2
"9281",18,71,0,4,4805.4,15,73,259,99,709.1,11,1
"9332",18,73,1,1,13219.5,135,119,229,278,113.9,1,22
"9342",18,73,1,3,13219.5,135,119,229,278,186.9,2,21
"9352",18,73,1,4,13219.5,135,119,229,278,201.9,3,20
"9362",18,73,1,2,13219.5,135,119,229,278,366.1,4,19
"9371",18,73,1,1,13219.5,135,119,229,278,341.9,5,18
"9381",18,73,1,3,13219.5,135,119,229,278,1.7999999999998,6,17
"9391",18,73,1,4,13219.5,135,119,229,278,1.90000000000001,7,16
"9402",18,73,1,2,13219.5,135,119,229,278,174.2,8,15
"9414",18,73,1,4,13219.5,135,119,229,278,191.1,9,14
"9423",18,73,1,2,13219.5,135,119,229,278,432.9,10,13
"9433",18,73,1,1,13219.5,135,119,229,278,330.1,11,12
"9443",18,73,1,2,13219.5,135,119,229,278,2573.1,12,11
"9453",18,73,1,3,13219.5,135,119,229,278,263.000000000001,13,10
"9463",18,73,1,1,13219.5,135,119,229,278,338.999999999999,14,9
"9473",18,73,1,2,13219.5,135,119,229,278,623.100000000001,15,8
"9483",18,73,1,1,13219.5,135,119,229,278,488.900000000001,16,7
"9493",18,73,1,3,13219.5,135,119,229,278,2.90000000000035,17,6
"9502",18,73,1,2,13219.5,135,119,229,278,310.099999999998,18,5
"9511",18,73,1,1,13219.5,135,119,229,278,311,19,4
"9521",18,73,1,3,13219.5,135,119,229,278,378.1,20,3
"9531",18,73,1,1,13219.5,135,119,229,278,256.8,21,2
"9541",18,73,1,3,13219.5,135,119,229,278,980,22,1
"9761",18,76,0,2,3940.6,120,133,280,150,135.95,1,9
"9771",18,76,0,1,3940.6,120,133,280,150,222.03,2,8
"9781",18,76,0,3,3940.6,120,133,280,150,264.07,3,7
"9791",18,76,0,1,3940.6,120,133,280,150,599.1,4,6
"980",18,76,0,3,3940.6,120,133,280,150,1.29999999999986,5,5
"9811",18,76,0,4,3940.6,120,133,280,150,402.9,6,4
"9821",18,76,0,2,3940.6,120,133,280,150,763.2,7,3
"9831",18,76,0,4,3940.6,120,133,280,150,11.2000000000001,8,2
"984",18,76,0,2,3940.6,120,133,280,150,29.5999999999998,9,1
"10131",18,79,1,2,4321,100,70,110,245,331.8,1,10
"10141",18,79,1,4,4321,100,70,110,245,178.9,2,9
"10151",18,79,1,3,4321,100,70,110,245,261.2,3,8
"10161",18,79,1,1,4321,100,70,110,245,233.2,4,7
"10171",18,79,1,3,4321,100,70,110,245,1.1000000000001,5,6
"10181",18,79,1,4,4321,100,70,110,245,8.00000000000001,6,5
"10191",18,79,1,2,4321,100,70,110,245,345.9,7,4
"10201",18,79,1,1,4321,100,70,110,245,254.9,8,3
"10211",18,79,1,3,4321,100,70,110,245,358.9,9,2
"10221",18,79,1,1,4321,100,70,110,245,12.9000000000001,10,1
"1062",18,85,0,2,3326.7,100,130,284,144,546.9,1,5
"1063",18,85,0,4,3326.7,100,130,284,144,379,2,4
"1064",18,85,0,2,3326.7,100,130,284,144,126.2,3,3
"1065",18,85,0,4,3326.7,100,130,284,144,960.9,4,2
"1066",18,85,0,2,3326.7,100,130,284,144,36.5000000000002,5,1
"1067",18,86,1,4,8913.9,69,52,176,282,968.7,1,5
"1068",18,86,1,3,8913.9,69,52,176,282,509.1,2,4
"10691",18,86,1,1,8913.9,69,52,176,282,1671.1,3,3
"10702",18,86,1,3,8913.9,69,52,176,282,981,4,2
"10712",18,86,1,1,8913.9,69,52,176,282,7.89999999999935,5,1
"10722",18,87,0,2,8189.4,77,99,277,221,429.86,1,18
"10732",18,87,0,1,8189.4,77,99,277,221,358,2,17
"10741",18,87,0,3,8189.4,77,99,277,221,1.00000000000011,3,16
"10751",18,87,0,1,8189.4,77,99,277,221,376,4,15
"1076",18,87,0,3,8189.4,77,99,277,221,416,5,14
"1077",18,87,0,1,8189.4,77,99,277,221,185,6,13
"10781",18,87,0,2,8189.4,77,99,277,221,212.9,7,12
"10792",18,87,0,4,8189.4,77,99,277,221,424.9,8,11
"10802",18,87,0,2,8189.4,77,99,277,221,446,9,10
"10812",18,87,0,4,8189.4,77,99,277,221,473,10,9
"10822",18,87,0,2,8189.4,77,99,277,221,300.7,11,8
"10832",18,87,0,4,8189.4,77,99,277,221,114,12,7
"10842",18,87,0,1,8189.4,77,99,277,221,392.5,13,6
"10852",18,87,0,3,8189.4,77,99,277,221,590.999999999999,14,5
"10861",18,87,0,4,8189.4,77,99,277,221,4.00000000000045,15,4
"10871",18,87,0,2,8189.4,77,99,277,221,904,16,3
"10881",18,87,0,4,8189.4,77,99,277,221,721,17,2
"10891",18,87,0,2,8189.4,77,99,277,221,8.90000000000057,18,1
"10901",18,88,0,1,3539.7,60,76,160,90,191.67,1,7
"10911",18,88,0,2,3539.7,60,76,160,90,490.97,2,6
"10921",18,88,0,4,3539.7,60,76,160,90,599.1,3,5
"1093",18,88,0,2,3539.7,60,76,160,90,140.1,4,4
"10941",18,88,0,1,3539.7,60,76,160,90,261,5,3
"10951",18,88,0,3,3539.7,60,76,160,90,305,6,2
"10961",18,88,0,4,3539.7,60,76,160,90,65.1000000000002,7,1
"10971",18,89,1,1,4190.8,100,48,111,293,147.56,1,9
"10981",18,89,1,2,4190.8,100,48,111,293,272.05,2,8
"10991",18,89,1,4,4190.8,100,48,111,293,388.81,3,7
"11001",18,89,1,2,4190.8,100,48,111,293,367.9,4,6
"1101",18,89,1,1,4190.8,100,48,111,293,355.1,5,5
"1102",18,89,1,3,4190.8,100,48,111,293,326.2,6,4
"1103",18,89,1,2,4190.8,100,48,111,293,218.9,7,3
"1104",18,89,1,4,4190.8,100,48,111,293,191.7,8,2
"1105",18,89,1,1,4190.8,100,48,111,293,1009.3,9,1
"1106",18,90,1,1,2916.2,75,55,97,269,116.17,1,7
"1107",18,90,1,3,2916.2,75,55,97,269,308.95,2,6
"11081",18,90,1,1,2916.2,75,55,97,269,319.92,3,5
"11091",18,90,1,2,2916.2,75,55,97,269,289.7,4,4
"11103",18,90,1,4,2916.2,75,55,97,269,206,5,3
"11112",18,90,1,3,2916.2,75,55,97,269,241,6,2
"11122",18,90,1,1,2916.2,75,55,97,269,815.2,7,1
"11132",18,91,1,3,5491.8,106,69,159,300,388.74,1,10
"11142",18,91,1,1,5491.8,106,69,159,300,352.8,2,9
"11151",18,91,1,2,5491.8,106,69,159,300,184,3,8
"11161",18,91,1,4,5491.8,106,69,159,300,585.9,4,7
"11171",18,91,1,2,5491.8,106,69,159,300,43.8999999999998,5,6
"11181",18,91,1,3,5491.8,106,69,159,300,444,6,5
"11191",18,91,1,1,5491.8,106,69,159,300,401.2,7,4
"11202",18,91,1,2,5491.8,106,69,159,300,193.8,8,3
"11212",18,91,1,4,5491.8,106,69,159,300,28.9000000000001,9,2
"11222",18,91,1,3,5491.8,106,69,159,300,7.90000000000024,10,1
"11232",18,92,1,1,4880.6,89,59,90,250,355.578,1,11
"11242",18,92,1,2,4880.6,89,59,90,250,325.03,2,10
"11252",18,92,1,4,4880.6,89,59,90,250,233.06,3,9
"11262",18,92,1,2,4880.6,89,59,90,250,292.9,4,8
"11272",18,92,1,1,4880.6,89,59,90,250,253,5,7
"11282",18,92,1,3,4880.6,89,59,90,250,395.2,6,6
"11292",18,92,1,1,4880.6,89,59,90,250,331.8,7,5
"11302",18,92,1,3,4880.6,89,59,90,250,5.19999999999987,8,4
"11312",18,92,1,4,4880.6,89,59,90,250,6.80000000000014,9,3
"11322",18,92,1,2,4880.6,89,59,90,250,361.8,10,2
"11332",18,92,1,3,4880.6,89,59,90,250,227,11,1
"11342",18,93,1,1,4005.3,200,170,215,291,190.71,1,9
"11352",18,93,1,2,4005.3,200,170,215,291,208.08,2,8
"11362",18,93,1,4,4005.3,200,170,215,291,325.98,3,7
"11372",18,93,1,2,4005.3,200,170,215,291,245.1,4,6
"11382",18,93,1,1,4005.3,200,170,215,291,32,5,5
"11392",18,93,1,2,4005.3,200,170,215,291,260.1,6,4
"11402",18,93,1,3,4005.3,200,170,215,291,431.9,7,3
"11411",18,93,1,1,4005.3,200,170,215,291,353.1,8,2
"11421",18,93,1,3,4005.3,200,170,215,291,1.90000000000001,9,1
"11431",18,94,1,4,15621.2,71,52,100,200,1364.1,1,24
"11441",18,94,1,3,15621.2,71,52,100,200,321,2,23
"11451",18,94,1,1,15621.2,71,52,100,200,32.9999999999999,3,22
"11461",18,94,1,3,15621.2,71,52,100,200,20,4,21
"11471",18,94,1,4,15621.2,71,52,100,200,477.9,5,20
"11481",18,94,1,2,15621.2,71,52,100,200,1.30000000000052,6,19
"11491",18,94,1,4,15621.2,71,52,100,200,149,7,18
"11501",18,94,1,2,15621.2,71,52,100,200,144.1,8,17
"11511",18,94,1,1,15621.2,71,52,100,200,226.000000000001,9,16
"11521",18,94,1,3,15621.2,71,52,100,200,629.200000000001,10,15
"11531",18,94,1,1,15621.2,71,52,100,200,392.000000000001,11,14
"11541",18,94,1,2,15621.2,71,52,100,200,287.100000000001,12,13
"11551",18,94,1,4,15621.2,71,52,100,200,136.900000000001,13,12
"11561",18,94,1,2,15621.2,71,52,100,200,223.000000000001,14,11
"11571",18,94,1,4,15621.2,71,52,100,200,1296.2,15,10
"11581",18,94,1,3,15621.2,71,52,100,200,325.900000000001,16,9
"11591",18,94,1,1,15621.2,71,52,100,200,541.2,17,8
"11601",18,94,1,2,15621.2,71,52,100,200,343,18,7
"11611",18,94,1,4,15621.2,71,52,100,200,3.80000000000003,19,6
"11621",18,94,1,3,15621.2,71,52,100,200,371.9,20,5
"11631",18,94,1,1,15621.2,71,52,100,200,256,21,4
"11641",18,94,1,2,15621.2,71,52,100,200,511.4,22,3
"11651",18,94,1,1,15621.2,71,52,100,200,287.2,23,2
"11661",18,94,1,3,15621.2,71,52,100,200,917.000000000002,24,1
"11671",18,95,1,1,3250.3,95,71,161,292,175.94,1,8
"11681",18,95,1,2,3250.3,95,71,161,292,395.97,2,7
"11691",18,95,1,4,3250.3,95,71,161,292,2.95000000000001,3,6
"11701",18,95,1,3,3250.3,95,71,161,292,12.05,4,5
"11713",18,95,1,1,3250.3,95,71,161,292,451.3,5,4
