"","subj","trial","choice","roi","rt","upleftval","uprightval","downleftval","downrightval","fixdur","fixnum","revfixnum"
"8181",25,183,0,1,2726.7,149,138,154,289,68.9999999999999,5,1
"8291",25,188,0,2,1069,51,113,271,159,93.1599999999999,1,1
"8301",25,189,0,1,1769.8,70,126,270,140,175.5,1,3
"8311",25,189,0,2,1769.8,70,126,270,140,437.02,2,2
"8321",25,189,0,4,1769.8,70,126,270,140,271.2,3,1
"8331",25,190,1,1,3581.8,101,88,202,287,1260.43,1,4
"8341",25,190,1,2,3581.8,101,88,202,287,38,2,3
"8351",25,190,1,4,3581.8,101,88,202,287,960.1,3,2
"8362",25,190,1,3,3581.8,101,88,202,287,377.2,4,1
"8371",25,191,0,2,2738.5,100,113,300,141,1699.62,1,3
"8382",25,191,0,4,2738.5,100,113,300,141,397,2,2
"8392",25,191,0,2,2738.5,100,113,300,141,290.3,3,1
"8484",25,194,0,2,1342.1,33,66,209,80,283.9,1,2
"8494",25,194,0,4,1342.1,33,66,209,80,465.3,2,1
"8523",25,196,0,2,2204.8,45,70,276,99,102.44,1,3
"8532",25,196,0,1,2204.8,45,70,276,99,3.82000000000005,2,2
"8542",25,196,0,2,2204.8,45,70,276,99,832,3,1
"8581",25,198,0,2,1196.1,92,117,236,162,293.82,1,2
"8591",25,198,0,1,1196.1,92,117,236,162,12.0600000000001,2,1
"8602",25,199,1,1,2445.6,130,105,208,253,81.1499999999999,1,4
"8613",25,199,1,4,2445.6,130,105,208,253,512.1,2,3
"8623",25,199,1,2,2445.6,130,105,208,253,267.1,3,2
"8633",25,199,1,1,2445.6,130,105,208,253,120.1,4,1
"1400",27,1,0,3,1885.5,162,210,299,212,285.77,1,5
"2104",27,1,0,1,1885.5,162,210,299,212,233.07,2,4
"3106",27,1,0,2,1885.5,162,210,299,212,474.93,3,3
"4105",27,1,0,4,1885.5,162,210,299,212,474.9,4,2
"5109",27,1,0,2,1885.5,162,210,299,212,118.1,5,1
"6104",27,2,0,2,3113.5,55,85,285,95,341.62,1,7
"7107",27,2,0,4,3113.5,55,85,285,95,107.16,2,6
"8104",27,2,0,3,3113.5,55,85,285,95,565.1,3,5
"9102",27,2,0,1,3113.5,55,85,285,95,233,4,4
"1060",27,2,0,2,3113.5,55,85,285,95,280.8,5,3
"11107",27,2,0,4,3113.5,55,85,285,95,41.9,6,2
"12100",27,2,0,2,3113.5,55,85,285,95,333.1,7,1
"13104",27,3,1,4,3075.6,100,113,300,141,86.49,1,5
"1447",27,3,1,3,3075.6,100,113,300,141,596,2,4
"15104",27,3,1,1,3075.6,100,113,300,141,320.8,3,3
"1690",27,3,1,2,3075.6,100,113,300,141,455.8,4,2
"1790",27,3,1,1,3075.6,100,113,300,141,31.0999999999999,5,1
"1836",27,4,1,1,3398.8,82,50,226,295,820.05,1,7
"1927",27,4,1,3,3398.8,82,50,226,295,98.0999999999999,2,6
"2036",27,4,1,4,3398.8,82,50,226,295,330.9,3,5
"2118",27,4,1,2,3398.8,82,50,226,295,207,4,4
"2228",27,4,1,1,3398.8,82,50,226,295,345.9,5,3
"2318",27,4,1,3,3398.8,82,50,226,295,382,6,2
"2425",27,4,1,1,3398.8,82,50,226,295,357,7,1
"2518",27,5,1,1,2023.2,154,91,170,287,266.41,1,5
"2617",27,5,1,3,2023.2,154,91,170,287,110.97,2,4
"2718",27,5,1,4,2023.2,154,91,170,287,163.88,3,3
"2818",27,5,1,2,2023.2,154,91,170,287,429.9,4,2
"2917",27,5,1,1,2023.2,154,91,170,287,462.1,5,1
"3020",27,6,0,1,1616.2,40,70,258,88,41.74,1,4
"3118",27,6,0,2,1616.2,40,70,258,88,28.9000000000001,2,3
"3217",27,6,0,4,1616.2,40,70,258,88,266.1,3,2
"3317",27,6,0,2,1616.2,40,70,258,88,109.7,4,1
"3619",27,8,0,2,2525.7,63,100,287,124,1920.73,1,1
"3719",27,9,0,1,1308.6,170,200,291,215,238.03,1,4
"3819",27,9,0,2,1308.6,170,200,291,215,436.94,2,3
"3919",27,9,0,1,1308.6,170,200,291,215,282.04,3,2
"4019",27,9,0,2,1308.6,170,200,291,215,32.8999999999999,4,1
"4418",27,11,1,1,959.46,70,40,78,159,529.53,1,1
"4520",27,12,0,2,2583.1,64,47,101,283,182.87,1,4
"4618",27,12,0,1,2583.1,64,47,101,283,55.1000000000002,2,3
"4720",27,12,0,4,2583.1,64,47,101,283,133.1,3,2
"4826",27,12,0,2,2583.1,64,47,101,283,21.0000000000001,4,1
"5619",27,14,1,2,1693.3,100,76,150,257,11.85,1,3
"5717",27,14,1,1,1693.3,100,76,150,257,14.5,2,2
"5820",27,14,1,4,1693.3,100,76,150,257,182.6,3,1
"6416",27,18,0,3,1708.9,90,52,94,274,70.9,1,2
"6517",27,18,0,2,1708.9,90,52,94,274,192.8,2,1
"6619",27,19,0,2,3542.9,110,95,150,221,239.94,1,3
"6713",27,19,0,1,3542.9,110,95,150,221,54.0999999999996,2,2
"6817",27,19,0,4,3542.9,110,95,150,221,266.1,3,1
"7614",27,21,0,1,3371.1,13,54,281,95,441.9,1,2
"7710",27,21,0,2,3371.1,13,54,281,95,72.7000000000002,2,1
"8212",27,23,1,2,4009.2,57,69,300,235,259.94,1,4
"8312",27,23,1,4,4009.2,57,69,300,235,344.2,2,3
"8414",27,23,1,3,4009.2,57,69,300,235,189,3,2
"8513",27,23,1,1,4009.2,57,69,300,235,243.2,4,1
"8610",27,24,0,2,2855.3,78,55,90,290,367.99,1,3
"8712",27,24,0,1,2855.3,78,55,90,290,210,2,2
"8814",27,24,0,2,2855.3,78,55,90,290,586,3,1
"9214",27,26,0,2,4516,77,99,277,221,315.87,1,7
"9314",27,26,0,4,4516,77,99,277,221,336.1,2,6
"9416",27,26,0,3,4516,77,99,277,221,294.1,3,5
"9513",27,26,0,2,4516,77,99,277,221,991.9,4,4
"9615",27,26,0,4,4516,77,99,277,221,14.0000000000002,5,3
"9715",27,26,0,3,4516,77,99,277,221,235.1,6,2
"9813",27,26,0,1,4516,77,99,277,221,6.99999999999967,7,1
"9916",27,27,0,1,3421.4,82,73,129,229,240.96,1,4
"10016",27,27,0,2,3421.4,82,73,129,229,223.96,2,3
"10113",27,27,0,1,3421.4,82,73,129,229,158,3,2
"10212",27,27,0,2,3421.4,82,73,129,229,602,4,1
"10314",27,28,1,1,2153.4,56,14,185,268,178.93,1,2
"10415",27,28,1,2,2153.4,56,14,185,268,39.1000000000001,2,1
"11315",27,30,0,2,1374.9,59,95,294,110,556.93,1,2
"11413",27,30,0,3,1374.9,59,95,294,110,202.4,2,1
"11513",27,31,1,4,3741,71,52,100,200,54.8500000000001,1,7
"11613",27,31,1,2,3741,71,52,100,200,229.93,2,6
"11716",27,31,1,1,3741,71,52,100,200,32,3,5
"11816",27,31,1,3,3741,71,52,100,200,200,4,4
"11916",27,31,1,1,3741,71,52,100,200,210.1,5,3
"12014",27,31,1,4,3741,71,52,100,200,178.6,6,2
"12114",27,31,1,2,3741,71,52,100,200,728.9,7,1
"13412",27,35,0,1,1928.1,31,68,291,112,182.86,1,4
"13514",27,35,0,2,1928.1,31,68,291,112,144,2,3
"13615",27,35,0,1,1928.1,31,68,291,112,22.1,3,2
"13717",27,35,0,3,1928.1,31,68,291,112,145.2,4,1
"15316",27,39,1,2,4660.9,82,61,179,219,70.8,1,5
"15414",27,39,1,1,4660.9,82,61,179,219,1167.8,2,4
"15513",27,39,1,2,4660.9,82,61,179,219,77.9999999999998,3,3
"15614",27,39,1,4,4660.9,82,61,179,219,147,4,2
"15715",27,39,1,2,4660.9,82,61,179,219,189,5,1
"15815",27,40,0,1,2707.5,125,156,283,226,153.91,1,7
"15914",27,40,0,2,2707.5,125,156,283,226,37.1000000000001,2,6
"1606",27,40,0,4,2707.5,125,156,283,226,108.5,3,5
"16113",27,40,0,2,2707.5,125,156,283,226,168.9,4,4
"16213",27,40,0,4,2707.5,125,156,283,226,187,5,3
"16313",27,40,0,2,2707.5,125,156,283,226,549.1,6,2
"16413",27,40,0,4,2707.5,125,156,283,226,173.3,7,1
"16513",27,41,0,1,1487.7,106,149,260,150,72.93,1,2
"16612",27,41,0,2,1487.7,106,149,260,150,56.9999999999999,2,1
"18412",27,47,0,1,1135.9,29,60,270,195,13.93,1,3
"18513",27,47,0,2,1135.9,29,60,270,195,15.9199999999999,2,2
"1865",27,47,0,4,1135.9,29,60,270,195,172.09,3,1
"1928",27,49,0,2,2470.7,30,60,226,64,162.73,1,4
"19312",27,49,0,3,2470.7,30,60,226,64,342,2,3
"1947",27,49,0,1,2470.7,30,60,226,64,7.09999999999988,3,2
"19514",27,49,0,2,2470.7,30,60,226,64,19.0000000000001,4,1
"19614",27,50,0,1,1784.3,54,50,160,275,179.86,1,4
"19710",27,50,0,2,1784.3,54,50,160,275,401.93,2,3
"19814",27,50,0,4,1784.3,54,50,160,275,124.94,3,2
"19911",27,50,0,1,1784.3,54,50,160,275,144.1,4,1
"2037",27,52,1,1,1866.6,95,71,161,292,557.9,1,1
"2043",27,53,1,1,1709.1,158,124,230,280,138.92,1,3
"2055",27,53,1,2,1709.1,158,124,230,280,594.82,2,2
"2064",27,53,1,1,1709.1,158,124,230,280,393.1,3,1
"2092",27,55,0,1,1644,143,163,285,210,315.97,1,4
"2105",27,55,0,2,1644,143,163,285,210,205.88,2,3
"2119",27,55,0,4,1644,143,163,285,210,202.1,3,2
"2123",27,55,0,2,1644,143,163,285,210,394.9,4,1
"2187",27,58,0,4,2512.3,150,140,160,209,18.6999999999999,1,4
"2198",27,58,0,3,2512.3,150,140,160,209,269.8,2,3
"2208",27,58,0,1,2512.3,150,140,160,209,8.00000000000001,3,2
"22111",27,58,0,2,2512.3,150,140,160,209,562.9,4,1
"2257",27,60,1,2,1765.8,164,132,203,297,63.55,1,3
"2267",27,60,1,1,1765.8,164,132,203,297,234.9,2,2
"2274",27,60,1,3,1765.8,164,132,203,297,311.1,3,1
"2286",27,61,0,1,2949.8,70,126,270,140,59.54,1,6
"2296",27,61,0,2,2949.8,70,126,270,140,369,2,5
"2304",27,61,0,4,2949.8,70,126,270,140,275.1,3,4
"2319",27,61,0,3,2949.8,70,126,270,140,155.1,4,3
"2323",27,61,0,4,2949.8,70,126,270,140,36.9999999999999,5,2
"2333",27,61,0,2,2949.8,70,126,270,140,644,6,1
"2397",27,63,0,2,3120.4,69,52,176,282,527.09,1,2
"2407",27,63,0,1,3120.4,69,52,176,282,2.90000000000012,2,1
"2437",27,66,0,3,2272.8,50,100,300,146,187.81,1,5
"2447",27,66,0,4,2272.8,50,100,300,146,21,2,4
"2457",27,66,0,2,2272.8,50,100,300,146,4.02000000000002,3,3
"2465",27,66,0,1,2272.8,50,100,300,146,41.1000000000001,4,2
"2475",27,66,0,2,2272.8,50,100,300,146,657.5,5,1
"2644",27,72,0,1,1957.6,99,89,202,292,35.0000000000001,1,3
"2656",27,72,0,3,1957.6,99,89,202,292,97.1,2,2
"2666",27,72,0,4,1957.6,99,89,202,292,269.6,3,1
"2676",27,73,0,1,2546.3,42,70,179,123,15.83,1,5
"2685",27,73,0,2,2546.3,42,70,179,123,28.2,2,4
"2695",27,73,0,4,2546.3,42,70,179,123,168.1,3,3
"2705",27,73,0,3,2546.3,42,70,179,123,309,4,2
"2719",27,73,0,1,2546.3,42,70,179,123,239.1,5,1
"2787",27,75,0,1,2900.1,84,74,226,272,162.77,1,7
"2795",27,75,0,2,2900.1,84,74,226,272,500.94,2,6
"2807",27,75,0,4,2900.1,84,74,226,272,169.9,3,5
"2819",27,75,0,2,2900.1,84,74,226,272,6.00000000000001,4,4
"2827",27,75,0,1,2900.1,84,74,226,272,1.1000000000001,5,3
"2836",27,75,0,3,2900.1,84,74,226,272,172.4,6,2
"2845",27,75,0,4,2900.1,84,74,226,272,1.70000000000003,7,1
"2886",27,77,0,1,1584.6,44,88,280,122,233.83,1,2
"2897",27,77,0,2,1584.6,44,88,280,122,225.86,2,1
"2928",27,79,0,2,3068.6,50,99,300,100,1074.9,1,1
"2938",27,80,0,1,2981.5,70,100,245,150,207.43,1,5
"2947",27,80,0,2,2981.5,70,100,245,150,198.04,2,4
"2955",27,80,0,4,2981.5,70,100,245,150,146.9,3,3
"2964",27,80,0,2,2981.5,70,100,245,150,6.00000000000001,4,2
"2974",27,80,0,1,2981.5,70,100,245,150,164.9,5,1
"3028",27,82,0,2,2486.3,70,100,245,110,950.32,1,5
"3038",27,82,0,4,2486.3,70,100,245,110,84.9,2,4
"3048",27,82,0,3,2486.3,70,100,245,110,290.2,3,3
"3055",27,82,0,1,2486.3,70,100,245,110,176,4,2
"3064",27,82,0,2,2486.3,70,100,245,110,76.2999999999998,5,1
"3074",27,83,1,2,2759.7,76,65,144,220,1.90999999999997,1,4
"3083",27,83,1,4,2759.7,76,65,144,220,9.88999999999995,2,3
"3093",27,83,1,2,2759.7,76,65,144,220,19.0400000000001,3,2
"3107",27,83,1,1,2759.7,76,65,144,220,1202.7,4,1
"3119",27,84,0,2,1372.3,138,149,289,154,500.28,1,2
"3125",27,84,0,4,1372.3,138,149,289,154,36.3,2,1
"3233",27,90,1,4,2468.1,191,173,218,292,301.01,1,4
"3243",27,90,1,2,2468.1,191,173,218,292,251.97,2,3
"3252",27,90,1,1,2468.1,191,173,218,292,1039.11,3,2
"3261",27,90,1,3,2468.1,191,173,218,292,428.4,4,1
"3385",27,97,0,1,1219.7,105,130,253,208,72.8699999999999,1,2
"3395",27,97,0,2,1219.7,105,130,253,208,648.15,2,1
"3456",27,100,0,1,1223.8,71,81,286,221,172.16,1,2
"3465",27,100,0,2,1223.8,71,81,286,221,593.96,2,1
"3606",27,105,0,1,1935.7,71,82,288,119,3.69999999999998,1,2
"36110",27,105,0,2,1935.7,71,82,288,119,1444.81,2,1
"3647",27,107,0,2,970.72,80,110,294,135,520.06,1,1
"3657",27,108,0,4,3312.8,46,78,260,154,226.7,1,6
"3667",27,108,0,2,3312.8,46,78,260,154,216.9,2,5
"3676",27,108,0,1,3312.8,46,78,260,154,557.9,3,4
"3684",27,108,0,2,3312.8,46,78,260,154,29.9,4,3
"3694",27,108,0,4,3312.8,46,78,260,154,264.9,5,2
"3703",27,108,0,2,3312.8,46,78,260,154,273.1,6,1
"37110",27,109,0,2,1746,95,146,284,158,1117.4,1,2
"3725",27,109,0,4,1746,95,146,284,158,176.9,2,1
"3774",27,111,1,2,1762.9,178,155,223,285,200.87,1,5
"3783",27,111,1,1,1762.9,178,155,223,285,220.02,2,4
"3794",27,111,1,3,1762.9,178,155,223,285,201.1,3,3
"3805",27,111,1,4,1762.9,178,155,223,285,156.1,4,2
"38110",27,111,1,3,1762.9,178,155,223,285,315.9,5,1
"3884",27,113,0,2,1160.2,133,120,150,280,469.49,1,1
"3895",27,114,0,2,1222.4,65,88,224,100,258.56,1,2
"3905",27,114,0,4,1222.4,65,88,224,100,10.87,2,1
"39110",27,115,0,1,2393.4,119,135,278,229,184.7,1,4
"3926",27,115,0,2,2393.4,119,135,278,229,57.9000000000001,2,3
"3935",27,115,0,4,2393.4,119,135,278,229,302,3,2
"3945",27,115,0,3,2393.4,119,135,278,229,157.9,4,1
"3956",27,117,0,2,1059.3,33,66,209,80,1.49999999999983,1,1
"3966",27,118,0,2,1586.6,81,100,290,105,391.98,1,3
"3976",27,118,0,1,1586.6,81,100,290,105,1.90000000000001,2,2
"3986",27,118,0,2,1586.6,81,100,290,105,331.9,3,1
"4006",27,120,0,1,2511.1,60,76,160,90,141.24,1,2
"40110",27,120,0,2,2511.1,60,76,160,90,1015.5,2,1
"4055",27,122,0,2,1391.9,154,165,272,203,185.83,1,4
"4066",27,122,0,1,1391.9,154,165,272,203,244.91,2,3
"4076",27,122,0,2,1391.9,154,165,272,203,186.98,3,2
"4085",27,122,0,4,1391.9,154,165,272,203,285.6,4,1
"4094",27,124,1,1,1372.6,90,72,208,246,239.03,1,2
"4106",27,124,1,3,1372.6,90,72,208,246,223.6,2,1
"4117",27,125,0,1,1411.5,50,70,297,100,0.899999999999901,1,2
"4123",27,125,0,2,1411.5,50,70,297,100,14.8999999999999,2,1
"4174",27,127,0,2,1376.2,242,230,250,290,30.96,1,4
"4184",27,127,0,1,1376.2,242,230,250,290,193.95,2,3
"4194",27,127,0,4,1376.2,242,230,250,290,262.9,3,2
"4206",27,127,0,3,1376.2,242,230,250,290,6.60000000000016,4,1
"4235",27,129,0,2,2694.4,100,75,108,241,1244.79,1,2
"4245",27,129,0,4,2694.4,100,75,108,241,263.8,2,1
"4255",27,130,0,2,1017,51,96,240,100,338.68,1,1
"4264",27,131,1,2,1622.4,139,106,150,277,174.95,1,2
"4273",27,131,1,1,1622.4,139,106,150,277,10.5,2,1
"4284",27,132,0,4,1752.5,140,177,280,204,330.3,1,1
"4295",27,133,0,2,937.71,58,112,216,129,152.59,1,1
"4335",27,135,0,2,1983.3,101,88,202,287,237.12,1,2
"4344",27,135,0,1,1983.3,101,88,202,287,490.05,2,1
"4373",27,137,0,1,938.67,45,70,276,99,153.92,1,2
"4383",27,137,0,2,938.67,45,70,276,99,245,2,1
"4393",27,139,1,1,1388.6,85,54,126,186,1056.82,1,1
"4464",27,144,0,2,1064.5,24,51,221,97,182.95,1,1
"4473",27,145,1,2,1143.8,106,69,159,300,280.85,1,3
"4484",27,145,1,1,1143.8,106,69,159,300,70.1000000000001,2,2
"4495",27,145,1,2,1143.8,106,69,159,300,28.8900000000001,3,1
"4534",27,147,1,2,1035.1,91,46,186,284,166.79,1,2
"4545",27,147,1,1,1035.1,91,46,186,284,56.92,2,1
"4554",27,148,0,2,1015.3,100,119,285,125,25.18,1,2
"4564",27,148,0,4,1015.3,100,119,285,125,7.50000000000006,2,1
"4575",27,149,0,2,2116.6,55,62,267,141,1672.98,1,1
"4584",27,150,0,2,779.22,51,80,260,104,350.06,1,1
"4594",27,151,1,2,1294.6,90,70,100,300,291.78,1,3
"4604",27,151,1,1,1294.6,90,70,100,300,503.08,2,2
"4619",27,151,1,3,1294.6,90,70,100,300,95.1999999999999,3,1
"4624",27,152,1,2,1138,98,86,227,274,235.88,1,3
"4636",27,152,1,1,1138,98,86,227,274,454.87,2,2
"4646",27,152,1,2,1138,98,86,227,274,125.3,3,1
"4657",27,153,1,2,1523,135,121,232,299,338.9,1,3
"4665",27,153,1,1,1523,135,121,232,299,333.86,2,2
"4674",27,153,1,3,1523,135,121,232,299,154.8,3,1
"4684",27,154,0,2,1007.3,10,63,284,153,306.67,1,2
"4694",27,154,0,4,1007.3,10,63,284,153,142.28,2,1
"4705",27,155,0,2,1991.3,92,117,236,162,495.8,1,5
"47110",27,155,0,1,1991.3,92,117,236,162,5.49999999999984,2,4
"4724",27,155,0,2,1991.3,92,117,236,162,11.1000000000001,3,3
"4734",27,155,0,4,1991.3,92,117,236,162,267,4,2
"4745",27,155,0,3,1991.3,92,117,236,162,8.1,5,1
"4755",27,156,1,2,979.28,83,40,116,280,14.97,1,1
"4766",27,157,1,1,995.54,87,20,139,297,172.03,1,2
"4776",27,157,1,3,995.54,87,20,139,297,21.1,2,1
"4805",27,159,0,1,684.59,46,92,295,191,1.55000000000005,1,1
"48111",27,160,0,2,980.22,100,130,284,144,189.83,1,1
"4827",27,161,0,2,945.04,55,87,266,151,62.85,1,1
"4924",27,164,0,2,1407.6,51,113,271,159,271.8,1,3
"4934",27,164,0,4,1407.6,51,113,271,159,233.97,2,2
"4945",27,164,0,2,1407.6,51,113,271,159,113,3,1
"5137",27,170,1,2,749.97,77,27,159,296,173.08,1,3
"5146",27,170,1,1,749.97,77,27,159,296,186,2,2
"5155",27,170,1,3,749.97,77,27,159,296,22.8700000000001,3,1
"5163",27,171,1,1,1030.8,72,50,130,252,157.82,1,2
"5173",27,171,1,3,1030.8,72,50,130,252,232.89,2,1
"5183",27,172,0,1,2865.4,215,200,236,286,184.91,1,6
"5192",27,172,0,2,2865.4,215,200,236,286,293.98,2,5
"5202",27,172,0,1,2865.4,215,200,236,286,468.03,3,4
"5216",27,172,0,4,2865.4,215,200,236,286,377.8,4,3
"5223",27,172,0,2,2865.4,215,200,236,286,479.1,5,2
"5234",27,172,0,4,2865.4,215,200,236,286,134.9,6,1
"5265",27,174,1,1,1377.1,117,85,125,278,31.1800000000001,1,2
"5275",27,174,1,2,1377.1,117,85,125,278,28,2,1
"5319",27,178,0,2,1872.2,100,70,101,293,444.73,1,5
"5326",27,178,0,4,1872.2,100,70,101,293,95,2,4
"5336",27,178,0,2,1872.2,100,70,101,293,5.30000000000008,3,3
"5344",27,178,0,1,1872.2,100,70,101,293,304,4,2
"5353",27,178,0,2,1872.2,100,70,101,293,110.6,5,1
"5383",27,180,0,2,965.76,32,78,215,96,412.94,1,1
"5394",27,182,0,1,1200,192,226,300,250,202.77,1,3
"5405",27,182,0,2,1200,192,226,300,250,471.89,2,2
"54110",27,182,0,4,1200,192,226,300,250,58.7,3,1
"5425",27,183,1,2,1063.2,183,163,221,290,269.79,1,3
"5434",27,183,1,1,1063.2,183,163,221,290,417.97,2,2
"5444",27,183,1,3,1063.2,183,163,221,290,32.7,3,1
"5475",27,185,0,2,1420.8,151,162,286,242,208.79,1,3
"5485",27,185,0,4,1420.8,151,162,286,242,136,2,2
"5496",27,185,0,3,1420.8,151,162,286,242,59.7000000000001,3,1
"5574",27,187,1,1,2154.3,141,93,187,296,200.02,1,5
"5584",27,187,1,2,2154.3,141,93,187,296,446.04,2,4
"5595",27,187,1,4,2154.3,141,93,187,296,161.9,3,3
"5604",27,187,1,3,2154.3,141,93,187,296,692.9,4,2
"56110",27,187,1,4,2154.3,141,93,187,296,36.7000000000002,5,1
"5718",27,192,1,1,933.2,75,55,97,269,14.42,1,1
"5723",27,193,1,1,973.18,100,48,111,293,80.87,1,1
"5734",27,194,1,1,1207.3,75,44,80,291,731.72,1,1
"5867",27,197,1,1,2640.3,121,90,192,260,108.19,1,7
"5877",27,197,1,2,2640.3,121,90,192,260,31.8000000000001,2,6
"5887",27,197,1,4,2640.3,121,90,192,260,256.1,3,5
"5895",27,197,1,2,2640.3,121,90,192,260,5.90000000000002,4,4
"5904",27,197,1,1,2640.3,121,90,192,260,179.9,5,3
"59110",27,197,1,3,2640.3,121,90,192,260,116.8,6,2
"5924",27,197,1,1,2640.3,121,90,192,260,117.6,7,1
"5935",27,198,0,2,1972.8,87,104,280,140,892.05,1,2
"5945",27,198,0,1,1972.8,87,104,280,140,460.9,2,1
"5954",27,199,1,2,1154.3,53,37,217,258,490.77,1,1
"1406",28,1,1,1,1457.8,104,87,140,280,169.76,1,5
"2106",28,1,1,2,1457.8,104,87,140,280,324.6,2,4
"3108",28,1,1,4,1457.8,104,87,140,280,199.93,3,3
"4107",28,1,1,3,1457.8,104,87,140,280,143.2,4,2
"5127",28,1,1,1,1457.8,104,87,140,280,215.4,5,1
"6105",28,2,1,2,1148.1,126,70,140,270,184.75,1,2
"7108",28,2,1,1,1148.1,126,70,140,270,708,2,1
"8105",28,3,0,2,1183.3,60,76,160,90,1.60000000000005,1,1
"9103",28,4,1,1,817.83,60,45,134,244,236.77,1,1
"10100",28,5,0,2,1886.9,40,70,258,88,670.9,1,1
"11108",28,6,0,2,2377.2,70,100,245,150,901.3,1,1
"12102",28,7,0,2,1119.1,40,73,283,162,249.05,1,3
"13105",28,7,0,1,1119.1,40,73,283,162,264.15,2,2
"1448",28,7,0,2,1119.1,40,73,283,162,391.5,3,1
"15105",28,9,1,2,1939.3,162,151,242,286,20.82,1,8
"1693",28,9,1,1,1939.3,162,151,242,286,204.88,2,7
"1797",28,9,1,2,1939.3,162,151,242,286,283.12,3,6
"1837",28,9,1,1,1939.3,162,151,242,286,189.04,4,5
"1929",28,9,1,2,1939.3,162,151,242,286,168.1,5,4
"2044",28,9,1,1,1939.3,162,151,242,286,4.29999999999997,6,3
"2120",28,9,1,3,1939.3,162,151,242,286,82.1999999999998,7,2
"2229",28,9,1,4,1939.3,162,151,242,286,267.2,8,1
"2820",28,11,1,4,1404.1,70,42,123,179,49.9000000000001,1,1
"2918",28,12,0,2,985.31,65,76,220,144,237.51,1,3
"3029",28,12,0,1,985.31,65,76,220,144,232.97,2,2
"3120",28,12,0,2,985.31,65,76,220,144,74.1000000000001,3,1
"3620",28,16,1,1,2730.8,88,101,287,202,298.91,1,6
"3720",28,16,1,2,2730.8,88,101,287,202,484.12,2,5
"3820",28,16,1,1,2730.8,88,101,287,202,350,3,4
"3920",28,16,1,4,2730.8,88,101,287,202,257.8,4,3
"4020",28,16,1,1,2730.8,88,101,287,202,247,5,2
"4118",28,16,1,2,2730.8,88,101,287,202,274.3,6,1
"5217",28,22,1,1,1767.8,165,154,203,272,108.38,1,3
"5320",28,22,1,3,1767.8,165,154,203,272,210.04,2,2
"5420",28,22,1,4,1767.8,165,154,203,272,385.1,3,1
"6020",28,24,0,2,3101.7,140,150,209,160,236.91,1,7
"6116",28,24,0,4,3101.7,140,150,209,160,194.99,2,6
"6215",28,24,0,1,3101.7,140,150,209,160,464.1,3,5
"6316",28,24,0,2,3101.7,140,150,209,160,589,4,4
"6417",28,24,0,4,3101.7,140,150,209,160,265.1,5,3
"6518",28,24,0,3,3101.7,140,150,209,160,340.1,6,2
"6620",28,24,0,4,3101.7,140,150,209,160,128.9,7,1
"6714",28,25,0,2,1748.4,52,71,200,100,43.8500000000001,1,4
"6818",28,25,0,1,1748.4,52,71,200,100,269.07,2,3
"6918",28,25,0,4,1748.4,52,71,200,100,250.9,3,2
"7016",28,25,0,2,1748.4,52,71,200,100,326.9,4,1
"7118",28,26,0,4,1416.4,61,82,219,179,200.69,1,3
"7214",28,26,0,3,1416.4,61,82,219,179,48.9000000000002,2,2
"7316",28,26,0,2,1416.4,61,82,219,179,75.7000000000001,3,1
"7810",28,28,0,2,1896,31,68,291,112,198.2,1,4
"7910",28,28,0,1,1896,31,68,291,112,228,2,3
"8015",28,28,0,3,1896,31,68,291,112,14.1,3,2
"8114",28,28,0,2,1896,31,68,291,112,4.8999999999999,4,1
"8213",28,29,0,2,1247.2,48,100,293,111,168.4,1,1
"8313",28,30,1,2,1695.5,95,71,161,292,109.15,1,4
"8415",28,30,1,1,1695.5,95,71,161,292,637.15,2,3
"8514",28,30,1,2,1695.5,95,71,161,292,225.6,3,2
"8614",28,30,1,1,1695.5,95,71,161,292,137,4,1
"9315",28,32,1,1,1879.4,156,125,226,283,417.88,1,5
"9417",28,32,1,3,1879.4,156,125,226,283,129.06,2,4
"9514",28,32,1,2,1879.4,156,125,226,283,362.88,3,3
"9616",28,32,1,1,1879.4,156,125,226,283,17.0999999999999,4,2
"9716",28,32,1,4,1879.4,156,125,226,283,168.8,5,1
"10213",28,34,1,2,1755,69,52,176,282,606.84,1,2
"10315",28,34,1,1,1755,69,52,176,282,710.9,2,1
"11215",28,36,0,1,2753.7,59,89,250,90,59.75,1,6
"11316",28,36,0,2,2753.7,59,89,250,90,198.87,2,5
"11414",28,36,0,1,2753.7,59,89,250,90,293.1,3,4
"11514",28,36,0,2,2753.7,59,89,250,90,719.1,4,3
"11614",28,36,0,4,2753.7,59,89,250,90,213,5,2
"11717",28,36,0,2,2753.7,59,89,250,90,514.8,6,1
"11817",28,37,1,2,2327,82,50,226,295,213.79,1,5
"11917",28,37,1,4,2327,82,50,226,295,170,2,4
"12015",28,37,1,2,2327,82,50,226,295,292.1,3,3
"12115",28,37,1,1,2327,82,50,226,295,245.1,4,2
"12215",28,37,1,3,2327,82,50,226,295,322.7,5,1
"12313",28,38,1,3,1360.5,70,40,78,159,207.53,1,3
"12412",28,38,1,1,1360.5,70,40,78,159,226.21,2,2
"12516",28,38,1,2,1360.5,70,40,78,159,200.8,3,1
"13014",28,40,1,1,1817.2,90,52,94,274,422.44,1,5
"13115",28,40,1,3,1817.2,90,52,94,274,215.84,2,4
