V1,subj,rt,choice,upleftval,uprightval,downleftval,downrightval,roi,fixdur,fixnum,revfixnum,trial
90,101,2208,0,6,9,8,2,1,838,1,2,1
91,101,2208,0,6,9,8,2,2,924,2,1,1
274,101,2339,1,7,3,2,9,1,472,1,3,2
275,101,2339,1,7,3,2,9,2,974,2,2,2
276,101,2339,1,7,3,2,9,1,328,3,1,2
368,101,4512,0,5,9,7,2,1,488,1,4,3
369,101,4512,0,5,9,7,2,2,858,2,3,3
370,101,4512,0,5,9,7,2,1,2008,3,2,3
371,101,4512,0,5,9,7,2,2,485,4,1,3
425,101,5581,0,9,9,2,8,1,349,1,8,4
426,101,5581,0,9,9,2,8,2,2311,2,7,4
427,101,5581,0,9,9,2,8,3,449,3,6,4
428,101,5581,0,9,9,2,8,4,326,4,5,4
429,101,5581,0,9,9,2,8,2,126,5,4,4
430,101,5581,0,9,9,2,8,1,467,6,3,4
431,101,5581,0,9,9,2,8,2,390,7,2,4
432,101,5581,0,9,9,2,8,4,36,8,1,4
501,101,1644,1,7,6,3,9,1,445,1,3,5
502,101,1644,1,7,6,3,9,2,420,2,2,5
503,101,1644,1,7,6,3,9,1,267,3,1,5
552,101,1342,1,8,5,7,2,1,325,1,3,6
553,101,1342,1,8,5,7,2,2,528,2,2,6
554,101,1342,1,8,5,7,2,1,55,3,1,6
619,101,6172,0,3,9,9,2,1,438,1,8,7
620,101,6172,0,3,9,9,2,2,822,2,7,7
621,101,6172,0,3,9,9,2,1,817,3,6,7
622,101,6172,0,3,9,9,2,2,475,4,5,7
623,101,6172,0,3,9,9,2,4,442,5,4,7
624,101,6172,0,3,9,9,2,3,959,6,3,7
625,101,6172,0,3,9,9,2,4,246,7,2,7
626,101,6172,0,3,9,9,2,2,705,8,1,7
794,101,2015,0,7,6,8,2,1,650,1,2,8
795,101,2015,0,7,6,8,2,2,1012,2,1,8
861,101,7428,0,4,4,7,4,1,432,1,8,9
862,101,7428,0,4,4,7,4,2,2245,2,7,9
863,101,7428,0,4,4,7,4,1,624,3,6,9
864,101,7428,0,4,4,7,4,2,487,4,5,9
865,101,7428,0,4,4,7,4,4,343,5,4,9
866,101,7428,0,4,4,7,4,3,452,6,3,9
867,101,7428,0,4,4,7,4,1,906,7,2,9
868,101,7428,0,4,4,7,4,2,615,8,1,9
931,101,1401,0,6,9,9,4,1,343,1,2,10
932,101,1401,0,6,9,9,4,2,728,2,1,10
1069,101,4323,1,7,7,2,8,1,494,1,4,11
1070,101,4323,1,7,7,2,8,2,2151,2,3,11
1071,101,4323,1,7,7,2,8,1,934,3,2,11
1072,101,4323,1,7,7,2,8,3,77,4,1,11
1187,101,1233,1,8,3,3,7,1,223,1,3,12
1188,101,1233,1,8,3,3,7,2,387,2,2,12
1189,101,1233,1,8,3,3,7,1,241,3,1,12
1240,101,7348,1,7,7,8,3,1,650,1,8,13
1241,101,7348,1,7,7,8,3,2,2844,2,7,13
1242,101,7348,1,7,7,8,3,1,432,3,6,13
1243,101,7348,1,7,7,8,3,3,526,4,5,13
1244,101,7348,1,7,7,8,3,1,569,5,4,13
1245,101,7348,1,7,7,8,3,4,654,6,3,13
1246,101,7348,1,7,7,8,3,3,248,7,2,13
1247,101,7348,1,7,7,8,3,1,256,8,1,13
1314,101,4301,1,7,7,8,2,1,541,1,7,14
1315,101,4301,1,7,7,8,2,2,585,2,6,14
1316,101,4301,1,7,7,8,2,1,551,3,5,14
1317,101,4301,1,7,7,8,2,2,354,4,4,14
1318,101,4301,1,7,7,8,2,4,354,5,3,14
1319,101,4301,1,7,7,8,2,2,128,6,2,14
1320,101,4301,1,7,7,8,2,1,824,7,1,14
1380,101,1908,0,3,8,9,2,1,1041,1,2,15
1381,101,1908,0,3,8,9,2,2,393,2,1,15
1692,101,2462,1,6,4,9,4,1,418,1,3,16
1693,101,2462,1,6,4,9,4,2,896,2,2,16
1694,101,2462,1,6,4,9,4,1,683,3,1,16
1762,101,2359,1,9,5,2,9,1,599,1,3,17
1763,101,2359,1,9,5,2,9,2,973,2,2,17
1764,101,2359,1,9,5,2,9,1,239,3,1,17
1808,101,3391,0,6,9,2,8,1,330,1,6,18
1809,101,3391,0,6,9,2,8,2,1029,2,5,18
1810,101,3391,0,6,9,2,8,1,412,3,4,18
1811,101,3391,0,6,9,2,8,3,134,4,3,18
1812,101,3391,0,6,9,2,8,4,147,5,2,18
1813,101,3391,0,6,9,2,8,2,604,6,1,18
1875,101,7269,0,3,7,9,4,1,616,1,8,19
1876,101,7269,0,3,7,9,4,2,677,2,7,19
1877,101,7269,0,3,7,9,4,1,834,3,6,19
1878,101,7269,0,3,7,9,4,2,1708,4,5,19
1879,101,7269,0,3,7,9,4,4,507,5,4,19
1880,101,7269,0,3,7,9,4,3,772,6,3,19
1881,101,7269,0,3,7,9,4,1,681,7,2,19
1882,101,7269,0,3,7,9,4,2,269,8,1,19
2059,101,5479,0,6,7,9,3,1,724,1,6,20
2060,101,5479,0,6,7,9,3,2,1282,2,5,20
2061,101,5479,0,6,7,9,3,1,301,3,4,20
2062,101,5479,0,6,7,9,3,3,143,4,3,20
2063,101,5479,0,6,7,9,3,1,106,5,2,20
2064,101,5479,0,6,7,9,3,2,1953,6,1,20
2187,101,1463,1,8,2,4,6,1,398,1,3,21
2188,101,1463,1,8,2,4,6,2,483,2,2,21
2189,101,1463,1,8,2,4,6,1,152,3,1,21
2225,101,1224,1,8,6,3,9,1,265,1,3,22
2226,101,1224,1,8,6,3,9,2,367,2,2,22
2227,101,1224,1,8,6,3,9,1,180,3,1,22
2280,101,1517,0,5,9,8,3,1,410,1,2,23
2281,101,1517,0,5,9,8,3,2,751,2,1,23
2320,101,2859,1,6,7,8,3,1,442,1,3,24
2321,101,2859,1,6,7,8,3,2,816,2,2,24
2322,101,2859,1,6,7,8,3,1,1023,3,1,24
2422,101,2517,1,7,6,4,7,1,941,1,3,25
2423,101,2517,1,7,6,4,7,2,853,2,2,25
2424,101,2517,1,7,6,4,7,1,244,3,1,25
2510,101,2386,1,5,5,4,6,1,551,1,3,26
2511,101,2386,1,5,5,4,6,2,846,2,2,26
2512,101,2386,1,5,5,4,6,1,482,3,1,26
2593,101,2550,0,7,8,8,3,1,446,1,4,27
2594,101,2550,0,7,8,8,3,2,749,2,3,27
2595,101,2550,0,7,8,8,3,1,432,3,2,27
2596,101,2550,0,7,8,8,3,2,386,4,1,27
2748,101,1341,1,9,7,2,8,1,285,1,3,28
2749,101,1341,1,9,7,2,8,2,373,2,2,28
2750,101,1341,1,9,7,2,8,1,316,3,1,28
2799,101,932,0,1,9,7,2,1,264,1,2,29
2800,101,932,0,1,9,7,2,2,333,2,1,29
2854,101,1396,0,6,9,7,2,1,500,1,2,30
2855,101,1396,0,6,9,7,2,2,509,2,1,30
2972,101,5890,0,5,7,2,6,1,1143,1,7,31
2973,101,5890,0,5,7,2,6,2,1199,2,6,31
2974,101,5890,0,5,7,2,6,4,226,3,5,31
2975,101,5890,0,5,7,2,6,2,211,4,4,31
2976,101,5890,0,5,7,2,6,1,1030,5,3,31
2977,101,5890,0,5,7,2,6,2,644,6,2,31
2978,101,5890,0,5,7,2,6,4,460,7,1,31
3044,101,1786,0,4,5,7,2,1,382,1,2,32
3045,101,1786,0,4,5,7,2,2,1003,2,1,32
3189,101,1242,1,9,5,2,7,1,292,1,3,33
3190,101,1242,1,9,5,2,7,2,354,2,2,33
3191,101,1242,1,9,5,2,7,1,193,3,1,33
3432,101,1554,1,7,1,3,7,1,717,1,3,34
3433,101,1554,1,7,1,3,7,2,359,2,2,34
3434,101,1554,1,7,1,3,7,1,79,3,1,34
3521,101,1388,1,6,5,3,6,1,405,1,2,35
3522,101,1388,1,6,5,3,6,2,592,2,1,35
3613,101,1466,0,5,9,6,4,1,680,1,2,36
3614,101,1466,0,5,9,6,4,2,486,2,1,36
3668,101,1916,1,6,5,3,6,1,392,1,3,37
3669,101,1916,1,6,5,3,6,2,611,2,2,37
3670,101,1916,1,6,5,3,6,1,427,3,1,37
3853,101,1195,1,9,1,2,7,1,932,1,1,38
3903,101,1532,0,7,6,2,9,1,327,1,2,39
3904,101,1532,0,7,6,2,9,2,886,2,1,39
3951,101,2148,0,7,7,4,6,1,787,1,2,40
3952,101,2148,0,7,7,4,6,2,1027,2,1,40
4094,101,3051,1,8,7,2,8,1,539,1,5,41
4095,101,3051,1,8,7,2,8,2,800,2,4,41
4096,101,3051,1,8,7,2,8,1,140,3,3,41
4097,101,3051,1,8,7,2,8,3,128,4,2,41
4098,101,3051,1,8,7,2,8,1,579,5,1,41
4152,101,2757,1,7,5,8,2,1,381,1,3,42
4153,101,2757,1,7,5,8,2,2,967,2,2,42
4154,101,2757,1,7,5,8,2,1,936,3,1,42
4265,101,2783,0,4,6,4,8,1,910,1,2,43
4266,101,2783,0,4,6,4,8,2,1409,2,1,43
4328,101,1974,0,3,9,3,8,1,621,1,2,44
4329,101,1974,0,3,9,3,8,2,844,2,1,44
4361,101,1070,0,4,9,7,2,1,298,1,2,45
4362,101,1070,0,4,9,7,2,2,423,2,1,45
4543,101,2984,1,7,7,3,6,1,878,1,3,46
4544,101,2984,1,7,7,3,6,2,647,2,2,46
4545,101,2984,1,7,7,3,6,1,932,3,1,46
4579,101,4090,1,3,1,9,4,1,1147,1,3,47
4580,101,4090,1,3,1,9,4,2,1702,2,2,47
4581,101,4090,1,3,1,9,4,1,658,3,1,47
4649,101,1941,1,9,5,2,6,1,391,1,3,48
4650,101,1941,1,9,5,2,6,2,572,2,2,48
4651,101,1941,1,9,5,2,6,1,572,3,1,48
4990,101,1340,1,9,5,2,8,1,380,1,3,49
4991,101,1340,1,9,5,2,8,2,416,2,2,49
4992,101,1340,1,9,5,2,8,1,127,3,1,49
5186,101,1292,0,6,7,9,3,1,307,1,2,50
5187,101,1292,0,6,7,9,3,2,633,2,1,50
5223,101,4044,1,5,3,4,9,1,837,1,3,51
5224,101,4044,1,5,3,4,9,2,1256,2,2,51
5225,101,4044,1,5,3,4,9,1,1105,3,1,51
5280,101,2783,0,8,9,3,8,1,255,1,4,52
5281,101,2783,0,8,9,3,8,2,700,2,3,52
5282,101,2783,0,8,9,3,8,1,522,3,2,52
5283,101,2783,0,8,9,3,8,2,741,4,1,52
5403,101,1858,1,5,5,2,6,1,401,1,3,53
5404,101,1858,1,5,5,2,6,2,694,2,2,53
5405,101,1858,1,5,5,2,6,1,340,3,1,53
5654,101,1819,1,6,1,9,4,1,444,1,3,54
5655,101,1819,1,6,1,9,4,2,857,2,2,54
5656,101,1819,1,6,1,9,4,1,104,3,1,54
5745,101,1558,0,5,8,9,2,1,976,1,2,55
5746,101,1558,0,5,8,9,2,2,279,2,1,55
6001,101,5719,0,6,9,2,9,1,296,1,6,56
6002,101,5719,0,6,9,2,9,2,511,2,5,56
6003,101,5719,0,6,9,2,9,1,1629,3,4,56
6004,101,5719,0,6,9,2,9,3,605,4,3,56
6005,101,5719,0,6,9,2,9,4,1273,5,2,56
6006,101,5719,0,6,9,2,9,2,459,6,1,56
6210,101,1318,1,9,1,2,7,1,283,1,3,57
6211,101,1318,1,9,1,2,7,2,439,2,2,57
6212,101,1318,1,9,1,2,7,1,195,3,1,57
6238,101,1268,0,1,5,4,6,1,446,1,2,58
6239,101,1268,0,1,5,4,6,2,516,2,1,58
6419,101,1674,0,6,9,9,2,1,749,1,2,59
6420,101,1674,0,6,9,9,2,2,589,2,1,59
6522,101,2723,0,9,9,9,2,1,290,1,4,60
6523,101,2723,0,9,9,9,2,2,718,2,3,60
6524,101,2723,0,9,9,9,2,1,666,3,2,60
6525,101,2723,0,9,9,9,2,2,523,4,1,60
6671,101,1123,1,6,4,2,7,1,278,1,3,61
6672,101,1123,1,6,4,2,7,2,402,2,2,61
6673,101,1123,1,6,4,2,7,1,62,3,1,61
6715,101,1717,0,7,7,6,2,1,673,1,2,62
6716,101,1717,0,7,7,6,2,2,620,2,1,62
6945,101,1027,0,4,7,7,5,1,306,1,2,63
6946,101,1027,0,4,7,7,5,2,416,2,1,63
7280,101,3092,0,5,7,6,4,1,556,1,4,64
7281,101,3092,0,5,7,6,4,2,557,2,3,64
7282,101,3092,0,5,7,6,4,1,606,3,2,64
7283,101,3092,0,5,7,6,4,2,813,4,1,64
7374,101,1224,1,9,2,2,6,1,252,1,3,65
7375,101,1224,1,9,2,2,6,2,418,2,2,65
7376,101,1224,1,9,2,2,6,1,129,3,1,65
7408,101,4356,0,3,6,3,8,1,453,1,8,66
7409,101,4356,0,3,6,3,8,2,599,2,7,66
7410,101,4356,0,3,6,3,8,4,179,3,6,66
7411,101,4356,0,3,6,3,8,2,182,4,5,66
7412,101,4356,0,3,6,3,8,1,691,5,4,66
7413,101,4356,0,3,6,3,8,3,494,6,3,66
7414,101,4356,0,3,6,3,8,4,346,7,2,66
7415,101,4356,0,3,6,3,8,2,490,8,1,66
7707,101,2001,0,1,7,4,8,1,1075,1,2,67
7708,101,2001,0,1,7,4,8,2,661,2,1,67
8278,101,2875,1,9,3,4,7,1,1255,1,3,68
8279,101,2875,1,9,3,4,7,2,521,2,2,68
8280,101,2875,1,9,3,4,7,1,514,3,1,68
8900,101,7401,1,7,5,6,4,1,1040,1,8,69
8901,101,7401,1,7,5,6,4,2,724,2,7,69
8902,101,7401,1,7,5,6,4,1,655,3,6,69
8903,101,7401,1,7,5,6,4,2,974,4,5,69
8904,101,7401,1,7,5,6,4,1,313,5,4,69
8905,101,7401,1,7,5,6,4,3,572,6,3,69
8906,101,7401,1,7,5,6,4,4,1228,7,2,69
8907,101,7401,1,7,5,6,4,1,621,8,1,69
11079,101,4149,1,6,6,2,9,1,593,1,5,70
11080,101,4149,1,6,6,2,9,2,872,2,4,70
11081,101,4149,1,6,6,2,9,1,858,3,3,70
11082,101,4149,1,6,6,2,9,2,984,4,2,70
11083,101,4149,1,6,6,2,9,1,128,5,1,70
13906,101,3235,1,6,8,9,2,2,275,1,4,71
13907,101,3235,1,6,8,9,2,1,788,2,3,71
13908,101,3235,1,6,8,9,2,2,988,3,2,71
13909,101,3235,1,6,8,9,2,1,494,4,1,71
14433,101,1998,0,6,7,9,5,1,725,1,2,72
14434,101,1998,0,6,7,9,5,2,879,2,1,72
15570,101,1890,1,9,1,2,7,1,632,1,3,73
15571,101,1890,1,9,1,2,7,2,523,2,2,73
15572,101,1890,1,9,1,2,7,1,229,3,1,73
16686,101,5734,1,3,3,3,7,1,700,1,6,74
16687,101,5734,1,3,3,3,7,2,838,2,5,74
16688,101,5734,1,3,3,3,7,1,1622,3,4,74
16689,101,5734,1,3,3,3,7,2,784,4,3,74
16690,101,5734,1,3,3,3,7,1,705,5,2,74
16691,101,5734,1,3,3,3,7,3,119,6,1,74
17772,101,1491,1,9,4,2,7,1,380,1,3,75
17773,101,1491,1,9,4,2,7,2,603,2,2,75
17774,101,1491,1,9,4,2,7,1,87,3,1,75
19931,101,4960,1,7,6,5,9,1,895,1,6,76
19932,101,4960,1,7,6,5,9,2,562,2,5,76
19933,101,4960,1,7,6,5,9,1,572,3,4,76
19934,101,4960,1,7,6,5,9,2,1097,4,3,76
19935,101,4960,1,7,6,5,9,4,251,5,2,76
19936,101,4960,1,7,6,5,9,1,709,6,1,76
21305,101,1992,1,7,6,2,7,1,427,1,3,77
21306,101,1992,1,7,6,2,7,2,867,2,2,77
21307,101,1992,1,7,6,2,7,1,318,3,1,77
21368,101,1411,0,3,8,7,3,1,607,1,2,78
21369,101,1411,0,3,8,7,3,2,410,2,1,78
21438,101,2279,0,7,9,6,2,1,1211,1,2,79
21439,101,2279,0,7,9,6,2,2,655,2,1,79
21593,101,4100,1,9,2,2,6,1,644,1,5,80
21594,101,4100,1,9,2,2,6,2,910,2,4,80
21595,101,4100,1,9,2,2,6,4,455,3,3,80
21596,101,4100,1,9,2,2,6,3,1052,4,2,80
21597,101,4100,1,9,2,2,6,1,226,5,1,80
21694,101,7677,1,5,4,6,4,1,1027,1,8,81
21695,101,7677,1,5,4,6,4,2,2224,2,7,81
21696,101,7677,1,5,4,6,4,3,461,3,6,81
21697,101,7677,1,5,4,6,4,1,576,4,5,81
21698,101,7677,1,5,4,6,4,3,303,5,4,81
21699,101,7677,1,5,4,6,4,4,865,6,3,81
21700,101,7677,1,5,4,6,4,2,543,7,2,81
21701,101,7677,1,5,4,6,4,1,505,8,1,81
21756,101,1858,0,5,6,6,2,1,642,1,3,82
21757,101,1858,0,5,6,6,2,2,443,2,2,82
21758,101,1858,0,5,6,6,2,4,279,3,1,82
21852,101,1681,0,8,9,2,9,1,380,1,3,83
21853,101,1681,0,8,9,2,9,2,486,2,2,83
21854,101,1681,0,8,9,2,9,4,376,3,1,83
21978,101,2003,0,6,7,8,3,1,678,1,2,84
21979,101,2003,0,6,7,8,3,2,919,2,1,84
22036,101,3285,1,8,4,7,4,1,779,1,3,85
22037,101,3285,1,8,4,7,4,2,606,2,2,85
22038,101,3285,1,8,4,7,4,1,1188,3,1,85
22089,101,5805,1,5,5,4,8,1,671,1,7,86
22090,101,5805,1,5,5,4,8,3,487,2,6,86
22091,101,5805,1,5,5,4,8,4,517,3,5,86
22092,101,5805,1,5,5,4,8,2,588,4,4,86
22093,101,5805,1,5,5,4,8,1,482,5,3,86
22094,101,5805,1,5,5,4,8,2,1446,6,2,86
22095,101,5805,1,5,5,4,8,1,569,7,1,86
22170,101,3509,0,2,7,6,2,1,827,1,4,87
22171,101,3509,0,2,7,6,2,2,949,2,3,87
22172,101,3509,0,2,7,6,2,1,753,3,2,87
22173,101,3509,0,2,7,6,2,4,251,4,1,87
22233,101,3524,1,9,7,2,8,1,662,1,3,88
22234,101,3524,1,9,7,2,8,2,1315,2,2,88
22235,101,3524,1,9,7,2,8,1,951,3,1,88
22390,101,4593,0,5,5,4,7,1,728,1,6,89
22391,101,4593,0,5,5,4,7,2,807,2,5,89
22392,101,4593,0,5,5,4,7,4,464,3,4,89
22393,101,4593,0,5,5,4,7,3,270,4,3,89
22394,101,4593,0,5,5,4,7,1,705,5,2,89
22395,101,4593,0,5,5,4,7,2,681,6,1,89
22429,101,3831,1,6,3,3,9,1,860,1,4,90
22430,101,3831,1,6,3,3,9,2,746,2,3,90
22431,101,3831,1,6,3,3,9,1,1113,3,2,90
22432,101,3831,1,6,3,3,9,3,351,4,1,90
22483,101,1981,0,3,9,9,2,1,521,1,2,91
22484,101,1981,0,3,9,9,2,2,1093,2,1,91
22558,101,1024,0,4,9,7,2,1,559,1,2,92
22559,101,1024,0,4,9,7,2,2,120,2,1,92
22630,101,6559,0,6,6,3,8,1,516,1,9,93
22631,101,6559,0,6,6,3,8,2,611,2,8,93
22632,101,6559,0,6,6,3,8,1,631,3,7,93
22633,101,6559,0,6,6,3,8,2,1026,4,6,93
22634,101,6559,0,6,6,3,8,1,672,5,5,93
22635,101,6559,0,6,6,3,8,3,466,6,4,93
22636,101,6559,0,6,6,3,8,4,526,7,3,93
22637,101,6559,0,6,6,3,8,3,377,8,2,93
22638,101,6559,0,6,6,3,8,2,415,9,1,93
22798,101,1888,1,9,7,3,8,1,871,1,3,94
22799,101,1888,1,9,7,3,8,2,476,2,2,94
22800,101,1888,1,9,7,3,8,1,38,3,1,94
23139,101,7852,0,7,6,4,9,1,754,1,8,95
23140,101,7852,0,7,6,4,9,2,920,2,7,95
23141,101,7852,0,7,6,4,9,1,1058,3,6,95
23142,101,7852,0,7,6,4,9,2,765,4,5,95
23143,101,7852,0,7,6,4,9,4,528,5,4,95
23144,101,7852,0,7,6,4,9,3,1158,6,3,95
23145,101,7852,0,7,6,4,9,4,580,7,2,95
23146,101,7852,0,7,6,4,9,2,614,8,1,95
23321,101,1715,0,3,9,9,2,1,628,1,2,96
23322,101,1715,0,3,9,9,2,2,709,2,1,96
23381,101,2226,0,2,9,6,2,3,283,1,5,97
23382,101,2226,0,2,9,6,2,4,211,2,4,97
23383,101,2226,0,2,9,6,2,2,466,3,3,97
23384,101,2226,0,2,9,6,2,1,600,4,2,97
23385,101,2226,0,2,9,6,2,2,16,5,1,97
23647,101,2370,1,6,1,8,4,1,382,1,3,98
23648,101,2370,1,6,1,8,4,2,1232,2,2,98
23649,101,2370,1,6,1,8,4,1,278,3,1,98
23920,101,2290,1,9,5,2,9,1,575,1,3,99
23921,101,2290,1,9,5,2,9,2,813,2,2,99
23922,101,2290,1,9,5,2,9,1,443,3,1,99
23940,101,2148,0,6,9,9,2,1,476,1,2,100
23941,101,2148,0,6,9,9,2,2,1190,2,1,100
38,102,8396,0,6,8,4,9,1,516,1,11,1
39,102,8396,0,6,8,4,9,2,599,2,10,1
40,102,8396,0,6,8,4,9,1,398,3,9,1
41,102,8396,0,6,8,4,9,4,210,4,8,1
42,102,8396,0,6,8,4,9,3,109,5,7,1
43,102,8396,0,6,8,4,9,1,640,6,6,1
44,102,8396,0,6,8,4,9,3,1433,7,5,1
45,102,8396,0,6,8,4,9,4,755,8,4,1
46,102,8396,0,6,8,4,9,3,284,9,3,1
47,102,8396,0,6,8,4,9,4,1751,10,2,1
48,102,8396,0,6,8,4,9,2,320,11,1,1
216,102,4637,0,1,6,8,3,1,781,1,9,2
217,102,4637,0,1,6,8,3,2,541,2,8,2
218,102,4637,0,1,6,8,3,4,97,3,7,2
219,102,4637,0,1,6,8,3,3,145,4,6,2
220,102,4637,0,1,6,8,3,1,1284,5,5,2
221,102,4637,0,1,6,8,3,3,200,6,4,2
222,102,4637,0,1,6,8,3,4,235,7,3,2
223,102,4637,0,1,6,8,3,2,417,8,2,2
224,102,4637,0,1,6,8,3,1,13,9,1,2
277,102,1936,1,6,1,9,2,1,390,1,5,3
278,102,1936,1,6,1,9,2,2,560,2,4,3
279,102,1936,1,6,1,9,2,1,242,3,3,3
280,102,1936,1,6,1,9,2,3,147,4,2,3
281,102,1936,1,6,1,9,2,1,85,5,1,3
330,102,1653,1,9,8,3,8,1,401,1,4,4
331,102,1653,1,9,8,3,8,2,368,2,3,4
332,102,1653,1,9,8,3,8,1,332,3,2,4
333,102,1653,1,9,8,3,8,3,110,4,1,4
372,102,3104,0,6,8,3,9,1,286,1,8,5
373,102,3104,0,6,8,3,9,2,467,2,7,5
374,102,3104,0,6,8,3,9,1,152,3,6,5
375,102,3104,0,6,8,3,9,3,222,4,5,5
376,102,3104,0,6,8,3,9,4,475,5,4,5
377,102,3104,0,6,8,3,9,2,357,6,3,5
378,102,3104,0,6,8,3,9,1,244,7,2,5
379,102,3104,0,6,8,3,9,2,180,8,1,5
433,102,2982,0,6,6,3,6,1,231,1,8,6
434,102,2982,0,6,6,3,6,2,430,2,7,6
435,102,2982,0,6,6,3,6,4,184,3,6,6
436,102,2982,0,6,6,3,6,3,288,4,5,6
437,102,2982,0,6,6,3,6,4,180,5,4,6
438,102,2982,0,6,6,3,6,2,449,6,3,6
439,102,2982,0,6,6,3,6,1,326,7,2,6
440,102,2982,0,6,6,3,6,2,214,8,1,6
555,102,2670,1,8,7,8,3,1,410,1,6,7
556,102,2670,1,8,7,8,3,2,524,2,5,7
557,102,2670,1,8,7,8,3,1,650,3,4,7
558,102,2670,1,8,7,8,3,3,287,4,3,7
559,102,2670,1,8,7,8,3,4,134,5,2,7
560,102,2670,1,8,7,8,3,2,93,6,1,7
728,102,5158,0,3,6,6,3,1,755,1,9,8
729,102,5158,0,3,6,6,3,2,395,2,8,8
730,102,5158,0,3,6,6,3,4,120,3,7,8
731,102,5158,0,3,6,6,3,3,294,4,6,8
732,102,5158,0,3,6,6,3,1,1385,5,5,8
733,102,5158,0,3,6,6,3,2,353,6,4,8
734,102,5158,0,3,6,6,3,4,168,7,3,8
735,102,5158,0,3,6,6,3,3,458,8,2,8
736,102,5158,0,3,6,6,3,4,275,9,1,8
796,102,3447,1,7,4,4,9,1,367,1,9,9
797,102,3447,1,7,4,4,9,2,508,2,8,9
798,102,3447,1,7,4,4,9,1,270,3,7,9
799,102,3447,1,7,4,4,9,3,178,4,6,9
800,102,3447,1,7,4,4,9,1,138,5,5,9
801,102,3447,1,7,4,4,9,3,86,6,4,9
802,102,3447,1,7,4,4,9,4,370,7,3,9
803,102,3447,1,7,4,4,9,2,325,8,2,9
804,102,3447,1,7,4,4,9,1,348,9,1,9
869,102,4065,1,4,1,2,9,1,428,1,9,10
870,102,4065,1,4,1,2,9,2,384,2,8,10
871,102,4065,1,4,1,2,9,1,658,3,7,10
872,102,4065,1,4,1,2,9,3,121,4,6,10
873,102,4065,1,4,1,2,9,4,447,5,5,10
874,102,4065,1,4,1,2,9,3,404,6,4,10
875,102,4065,1,4,1,2,9,1,203,7,3,10
876,102,4065,1,4,1,2,9,2,271,8,2,10
877,102,4065,1,4,1,2,9,1,220,9,1,10
933,102,7884,0,2,3,7,4,1,910,1,15,11
934,102,7884,0,2,3,7,4,2,489,2,14,11
935,102,7884,0,2,3,7,4,1,704,3,13,11
936,102,7884,0,2,3,7,4,2,734,4,12,11
937,102,7884,0,2,3,7,4,1,419,5,11,11
938,102,7884,0,2,3,7,4,3,158,6,10,11
939,102,7884,0,2,3,7,4,4,288,7,9,11
940,102,7884,0,2,3,7,4,2,213,8,8,11
941,102,7884,0,2,3,7,4,1,406,9,7,11
942,102,7884,0,2,3,7,4,3,239,10,6,11
943,102,7884,0,2,3,7,4,4,389,11,5,11
944,102,7884,0,2,3,7,4,3,696,12,4,11
945,102,7884,0,2,3,7,4,4,296,13,3,11
946,102,7884,0,2,3,7,4,2,189,14,2,11
947,102,7884,0,2,3,7,4,1,192,15,1,11
1248,102,4537,0,4,8,2,8,1,191,1,10,12
1249,102,4537,0,4,8,2,8,2,596,2,9,12
1250,102,4537,0,4,8,2,8,4,421,3,8,12
1251,102,4537,0,4,8,2,8,3,491,4,7,12
1252,102,4537,0,4,8,2,8,4,706,5,6,12
1253,102,4537,0,4,8,2,8,3,463,6,5,12
1254,102,4537,0,4,8,2,8,4,201,7,4,12
1255,102,4537,0,4,8,2,8,2,200,8,3,12
1256,102,4537,0,4,8,2,8,1,251,9,2,12
1257,102,4537,0,4,8,2,8,2,28,10,1,12
1321,102,9254,0,8,8,2,8,1,351,1,12,13
1322,102,9254,0,8,8,2,8,2,604,2,11,13
1323,102,9254,0,8,8,2,8,1,315,3,10,13
1324,102,9254,0,8,8,2,8,3,446,4,9,13
1325,102,9254,0,8,8,2,8,2,783,5,8,13
1326,102,9254,0,8,8,2,8,4,230,6,7,13
1327,102,9254,0,8,8,2,8,3,1635,7,6,13
1328,102,9254,0,8,8,2,8,4,1179,8,5,13
1329,102,9254,0,8,8,2,8,2,753,9,4,13
1330,102,9254,0,8,8,2,8,4,755,10,3,13
1331,102,9254,0,8,8,2,8,3,330,11,2,13
1332,102,9254,0,8,8,2,8,2,352,12,1,13
1382,102,2951,1,6,1,8,2,1,459,1,5,14
1383,102,2951,1,6,1,8,2,2,361,2,4,14
1384,102,2951,1,6,1,8,2,4,278,3,3,14
1385,102,2951,1,6,1,8,2,3,672,4,2,14
1386,102,2951,1,6,1,8,2,1,601,5,1,14
1592,102,2422,0,4,9,9,2,1,328,1,6,15
1593,102,2422,0,4,9,9,2,2,807,2,5,15
1594,102,2422,0,4,9,9,2,4,139,3,4,15
1595,102,2422,0,4,9,9,2,3,292,4,3,15
1596,102,2422,0,4,9,9,2,1,240,5,2,15
1597,102,2422,0,4,9,9,2,2,43,6,1,15
1629,102,3882,1,7,3,4,6,1,516,1,8,16
1630,102,3882,1,7,3,4,6,2,417,2,7,16
1631,102,3882,1,7,3,4,6,4,112,3,6,16
1632,102,3882,1,7,3,4,6,3,401,4,5,16
1633,102,3882,1,7,3,4,6,4,389,5,4,16
1634,102,3882,1,7,3,4,6,1,424,6,3,16
1635,102,3882,1,7,3,4,6,2,602,7,2,16
1636,102,3882,1,7,3,4,6,1,176,8,1,16
1883,102,1717,1,9,6,7,3,1,559,1,3,17
