"","val_A1_scaled","val_B1_scaled","val_A2_scaled","val_B2_scaled","subj_idx","drift","rho","noise","nDT","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"1",0.590423666666667,0.84,0.976666666666667,0.696666666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.5619243941,1093.93,2257
"2",0.722624666666667,0.423333333333333,0.193333333333333,0.39,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,3.5339243941,2476.7,3229
"3",0.103156,0.33,0.8,0.283333333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,3.4429243941,2294.2,3138
"4",0.125341,0.253333333333333,0.996666666666667,0.57,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,1.1529243941,540,848
"5",0.366666666666667,0.563333333333333,0.989396,0.77,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.1599243941,720.74,1855
"6",0.826666666666667,0.653333333333333,0.551266666666667,0.706666666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.5339243941,1000.74,2229
"7",0.436666666666667,0.776666666666667,0.976666666666667,0.572379,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,7.6619243941,1778.761,7357
"8",0.256666666666667,0.39,0.73,0.580573666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,3.6709243941,2102.23,3366
"9",0.453333333333333,0.57,0.888073333333333,0.756666666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,3.6809243941,1731.85,3376
"10",0.306666666666667,0.713333333333333,0.963333333333333,0.475587666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,1.9769243941,657.07,1672
"11",0.766666666666667,0.606666666666667,0.386666666666667,0.508769333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,1.7389243941,601.74,1434
"12",0.553333333333333,0.669549666666667,0.936666666666667,0.78,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,1.0729243941,619.96,768
"13",0.883333333333333,0.49,0.116666666666667,0.233891666666667,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.0039243941,756.6,1699
"14",0.816666666666667,0.63,0.300098666666667,0.453333333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,5.1559243941,2060.68,4851
"15",0.611062333333333,0.41,0.24,0.36,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.2609243941,804.25,1956
"16",0.903333333333333,0.666666666666667,0.516666666666667,0.724473333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.6709243941,1034.58,2366
"17",0.643333333333333,0.45,0.13268,0.343333333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,3.2789243941,1263.91,2974
"18",0.946666666666667,0.276666666666667,0.145038333333333,0.583333333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,1.6549243941,639.82,1350
"19",0.683333333333333,0.433333333333333,0.236666666666667,0.374235333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,2.3889243941,1333.3,2084
"20",0.31,0.633333333333333,0.943685666666667,0.593333333333333,1,2.84996696146667,0.635242980433,0.3354475109,0.3049243941,0.955380162133333,0.47897391545,4.9539243941,2249.14,4649
