"","val_A1","val_B1","val_A2","val_B2","subj_idx","drift","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"143",286,202,127.7165,170,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.28439806076333,469.77,1021
"144",51,84,286.1269,207,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.16739806076333,444.09,904
"145",141,195.7833,259,193,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.13339806076333,1132.87,1870
"146",291,141.3128,65,140,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.14939806076333,1102.3,1886
"147",287,215.6003,65,105,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.07239806076333,790.9,1809
"148",202,98,47.276,99,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.82539806076333,350.65,1562
"149",240,76,39.4254,176,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,4.16339806076333,2191.02,3900
"150",70,144,289,143.3388,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.43439806076333,1047.88,2171
"151",60,147.1857,244,118,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.30139806076333,417.61,1038
"152",39,84,160,86.9989,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,7.87639806076333,3603.92,7613
"153",278,187,148.9983,239,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.12839806076333,1214.2,1865
"154",272,156,91,141.8237,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.69039806076333,771.82,1427
"155",252,183,104,163.2281,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.84939806076333,1201.53,2586
"156",204,100.5641,58,140,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.75539806076333,674.12,1492
"157",97,140,234.7675,191,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,5.41339806076333,2623.15,5150
"158",130.4938,168,280,220,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.51739806076333,773.97,1254
"159",47,97.2562,179,101,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,3.11239806076333,1020.72,2849
"160",68,129,276,165.2795,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.50339806076333,295.93,1240
"161",166,213,291.1944,234,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.81139806076333,910.64,2548
"162",232,167,84.3892,142,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.77239806076333,1341.58,2509
"163",248,165,46,122.3349,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,4.63439806076333,1788.89,4371
"164",285.3243,180,133,232,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.93139806076333,958.2,1668
"165",246,121,85.1249,195,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.29939806076333,945.24,2036
"166",240,88,35.5948,160,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.96139806076333,706.39,1698
"167",31,71,131,70.9055,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,5.10339806076333,3454.74,4840
"168",252,187,103.3534,150,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,4.20439806076333,1460,3941
"169",88,157.0719,225,145,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.22039806076333,1046.06,1957
"170",254,137.5998,97,203,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,2.98439806076333,1087.3,2721
"171",45.981,109,284,89,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,3.15439806076333,928.28,2891
"172",90.4721,163,268,155,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,4.00639806076333,2345.26,3743
"173",163.89,122,66,110,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,3.58539806076333,1821.21,3322
"174",148,216.7223,298,204,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.35839806076333,528.78,1095
"175",287,135,77.9836,210,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.69039806076333,804.3,1427
"176",269,200.5645,115,155,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,1.38139806076333,667.54,1118
"177",128,183,235,167.8223,1,0.007139324651,0.315756252676667,0.263398060763333,0.4537972295,0.945424694566667,0.203027448323333,5.24639806076333,2935.06,4983
