"","val_A_scaled","val_B_scaled","prob_A","prob_B","subj_idx","drift","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"163",500,200,0.4,0.5,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,3.53119934656667,1403,2201
"164",300,100,0.7,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-3.10219934656667,1284,1772
"165",400,100,0.5,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,7.65119934656667,3242,6321
"166",400,200,0.9,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,3.52919934656667,1062,2199
"167",400,200,0.6,0.7,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.01319934656667,451,683
"168",500,100,0.5,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,3.43319934656667,1436,2103
"169",500,100,0.6,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.01619934656667,320,686
"170",500,100,0.9,1,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-5.08219934656667,1839,3752
"171",500,100,0.6,0.9,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,5.57619934656667,1275,4246
"172",300,100,0.8,0.9,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,2.86119934656667,868,1531
"173",500,200,0.6,0.9,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-9.31819934656667,2607,7988
"174",500,300,0.8,0.9,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-3.51919934656667,1253,2189
"175",500,100,0.4,0.9,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.61719934656667,696,1287
"176",500,200,0.7,0.8,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.38719934656667,423,1057
"177",500,100,0.4,0.5,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,2.19219934656667,357,862
"178",500,100,0.4,0.7,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-4.32319934656667,2033,2993
"179",500,100,0.5,0.7,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,5.51219934656667,1703,4182
"180",300,100,0.7,0.8,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.31519934656667,214,985
"181",500,100,0.3,0.4,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,2.63019934656667,478,1300
"182",500,200,0.6,0.8,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,-2.25019934656667,576,920
"183",500,200,0.5,0.7,3,0.00246462872450633,0.573255950966667,1.33019934656667,0.428158002733333,0.0585899492066667,0.8810916017,1.94419934656667,438,614
