"","val_A1","val_B1","val_A2","val_B2","subj_idx","drift","rho","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"2937",293,171.025,128,230,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-1.16363421413333,530,530
"2938",246,121,85.1249,195,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.65763421413333,655,1024
"2939",80,139,267.2589,184,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-3.16863421413333,1813.49,2535
"2940",123,178,258.0234,186,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,5.04163421413333,1633.53,4408
"2941",143,210.4749,265,184,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.68263421413333,375.78,1049
"2942",293,252,177.1271,209,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.66163421413333,1110.8,2028
"2943",256,179,79.7064,150,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,4.08063421413333,1324.46,3447
"2944",260,92.3709,43,210,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.26563421413333,1263.91,1632
"2945",117.1301,201,240,150,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.44663421413333,515.8,813
"2946",90,157,218.228,146,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.80263421413333,1037.12,2169
"2947",192,111,73,135.6034,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-4.59563421413333,1324.4,3962
"2948",189,232,272,221.9482,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.79563421413333,654.56,1162
"2949",238,171,96.2042,157,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.70163421413333,887.2,2068
"2950",47,101,179,97.2562,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.36863421413333,696.92,735
"2951",284,206,140.4468,197,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.28663421413333,273.84,1653
"2952",46,92.6492,289,183,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-3.17063421413333,1211.44,2537
"2953",47.2593,94,210,122,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.61463421413333,683.4,981
"2954",67,112.6158,227,144,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,4.32063421413333,1447.49,3687
"2955",191,148,52,100.5618,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.51263421413333,398.88,879
"2956",56,148,238,104.8042,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-5.19663421413333,2544.63,4563
"2957",43.5115,175,284,83,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.11263421413333,282,1479
"2958",165.38,212,248,196,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.25963421413333,201.6,626
"2959",160,192,276.708,237,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-1.13963421413333,506,506
"2960",259,193,141,195.7833,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.99263421413333,1038.9,1359
"2961",295,239,107.9837,143,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-1.19163421413333,503.48,558
"2962",127.7165,202,286,170,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-1.84163421413333,387.76,1208
"2963",269.3988,139,59,115,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.05063421413333,164.8,1417
"2964",77,117,219,174.1721,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.14063421413333,685.1,1507
"2965",115,200.5645,269,155,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-1.84863421413333,34.5800000000001,1215
"2966",284,109,45.981,89,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,0.973634214133333,217.28,340
"2967",163,202,267,233.3841,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.40863421413333,592.8,1775
"2968",290,200,72.1965,132,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.43763421413333,674.7,804
"2969",266,173,68.4697,119,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,4.36263421413333,2636.73,3729
"2970",145.8271,190,238,189,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-3.57563421413333,1417.34,2942
"2971",148.9983,187,278,239,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,0.999634214133333,366,366
"2972",295.5577,218,172,227,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.32263421413333,206.78,689
"2973",234.7675,140,97,191,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.10363421413333,315.89,1470
"2974",276,229,123.1652,158,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,-2.21763421413333,538.41,1584
"2975",77.9836,135,287,210,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.47363421413333,411.38,1840
"2976",299,226,151.3367,212,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.76163421413333,1147.43,2128
"2977",89.8811,191,248,126,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.48963421413333,200,856
"2978",217,157,106.112,163,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.14463421413333,39.51,511
"2979",284,102,47,139.3325,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.21163421413333,747.9,1578
"2980",294,152,38.3472,89,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,0.886634214133333,0,253
"2981",286,150,46,131.0204,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,0.913634214133333,49.9900000000001,280
"2982",90,204,261.3522,128,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,2.74263421413333,921.24,2109
"2983",255,182.346,85,146,17,0.171601235191667,0.59066890101,0.7049198112,0.633634214133333,0.50488688,0.840547638023333,0.75024993708,1.67563421413333,317,1042
