"","val_A_scaled","val_B_scaled","prob_A","prob_B","subj_idx","drift","noise","nDT","bias","thetaGaze_A","thetaGaze_B","RT_PN","fixDur_A_sum","fixDur_sum"
"607",80,56,0.7,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.74359609466667,490,1643
"608",50,20,0.4,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-6.33259609466667,1184,6232
"609",30,18,0.6,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-2.55059609466667,1708,2450
"610",50,35,0.7,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-2.13359609466667,1342,2033
"611",40,24,0.6,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-11.5985960946667,6218,11498
"612",100,30,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.95059609466667,488,1850
"613",70,35,0.5,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.72559609466667,1117,1625
"614",30,9,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,4.66159609466667,2532,4561
"615",80,40,0.5,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.05759609466667,182,957
"616",70,56,0.8,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.14159609466667,602,1041
"617",100,40,0.4,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-2.04059609466667,966,1940
"618",60,54,0.9,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-3.80959609466667,2285,3709
"619",50,40,0.8,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-2.54259609466667,872,2442
"620",70,21,0.3,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-7.61359609466667,4563,7513
"621",90,63,0.7,1,9,0.0582736860526667,0.310844787933333,0.100596094666667,0.595717315433333,0.713891271923333,0.970886727966667,-1.58459609466667,686,1484
